school_id,lat,lon,county_fips,match
BB180133,33.671043554242,-117.857951539302,06059,Match
00095707,37.393589148178,-122.084672132316,06085,Match
A1100086,33.889222503957,-118.389521710017,06037,Match
00088143,38.028351146603,-122.558886641051,06041,Match
A9900179,33.298946099086,-92.681084739213,05139,Match
A1700202,40.354099497764,-120.422767451164,06035,Match
A1100082,37.312867947526,-121.972179904096,06085,Match
00071719,34.03313110169,-118.185832328076,06037,Match
A9900164,35.085344014203,-92.401306865004,05045,Match
00092681,37.792936835396,-122.439783724172,06075,Match
00000543,30.640252225681,-88.152484347817,01097,Match
02011269,34.846246319209,-116.590307497029,06071,Match
A0740025,37.348796849858,-121.812539092226,06085,Match
A9700195,32.665633930336,-114.529932583521,04027,Match
00077007,32.635871293637,-117.076841287264,06073,Match
A9700191,32.23382282884,-110.936216884505,04019,Match
K9500828,33.515743504492,-117.160347877155,06065,Match
A2100261,34.537329715611,-117.242180545529,06071,Match
A9101201,36.996479671628,-121.885545348254,06087,Match
A9100355,33.96616505413,-112.737955503443,04013,Match
00031287,33.502384830967,-112.030279146862,04013,Match
A9100356,33.393031178322,-111.922526844608,04013,Match
00079671,36.706863492399,-121.644120304834,06053,Match
01604001,30.561110338754,-87.715458512371,01003,Match
A9101205,32.670216026538,-115.496340959214,06025,Match
00093539,37.713411142756,-122.474371092858,06075,Match
00069856,34.065641411808,-117.9295861412,06037,Match
00080654,34.179460434164,-118.392394318038,06037,Match
A1500525,34.200111184057,-118.85000780435,06111,Match
A0700313,37.255845803587,-121.910014248506,06085,Match
02114195,40.78921690358,-124.164474329363,06023,Match
A2100257,34.420861016089,-118.497383756889,06037,Match
A2300397,33.050463979007,-116.780990346296,06073,Match
00076149,38.536267548187,-121.464660228312,06067,Match
AB911012,37.672278236504,-122.076329817026,06001,Match
A2100253,34.011455661904,-117.856282075296,06037,Match
A0300229,34.023085625357,-117.809202885761,06037,Match
01900827,,,,No_Match
A2300392,33.995696980521,-117.884770674352,06037,Match
A1300059,64.847158666032,-147.72312135966,02090,Match
A2100256,33.762763818796,-116.958666277499,06065,Match
K9300359,34.040925527944,-117.685091418652,06071,Match
02002312,33.407261437996,-111.88716657787,04013,Match
K9300353,34.143732801978,-117.606460184675,06071,Match
A9100366,32.351823685814,-110.966122563009,04019,Match
00031276,33.484486872087,-112.168960589108,04013,Match
A0300221,33.859213468221,-118.37166014531,06037,Match
01608833,34.269881416749,-86.884735726479,01043,Match
00081975,34.198014565852,-118.183832302532,06037,Match
A1500512,34.221121215765,-118.512904974266,06037,Match
00095729,34.828988179984,-114.611573416009,06071,Match
AA001340,33.435934405184,-86.788424902395,01073,Match
A0101086,33.926062349781,-118.233250526019,06037,Match
A1500516,33.831096523486,-118.177298868041,06037,Match
00073942,36.762056321655,-119.781437788549,06019,Match
A0700302,38.573742010886,-121.473639111199,06067,Match
00070431,33.944900077813,-118.246167921019,06037,Match
A0700301,36.826049160319,-121.350855332305,06069,Match
00001897,31.834824356,-86.640227692125,01013,Match
A0100184,33.648181066641,-86.808052581638,01073,Match
A1390046,37.77337698408,-122.413631410171,06075,Match
A0500771,37.728250865112,-122.447914050405,06075,Match
A2300383,34.021463343668,-118.802645489228,06037,Match
A1390040,37.423489192392,-122.104091422484,06085,Match
02113271,37.477291684826,-121.137668928871,06099,Match
A2300380,37.515285349596,-122.283633382203,06081,Match
00033003,,,,No_Match
