title,url,pageid,source_category
Calhoun County Schools (Alabama),https://en.wikipedia.org/wiki/Calhoun_County_Schools_(Alabama),38579872,Schools in the United States
Charter schools in the United States,https://en.wikipedia.org/wiki/Charter_schools_in_the_United_States,331693,Schools in the United States
Clinton Liberal Institute,https://en.wikipedia.org/wiki/Clinton_Liberal_Institute,54737615,Schools in the United States
Expeditionary learning schools,https://en.wikipedia.org/wiki/Expeditionary_learning_schools,24267175,Schools in the United States
Full-service community schools in the United States,https://en.wikipedia.org/wiki/Full-service_community_schools_in_the_United_States,34066633,Schools in the United States
Headlands Preparatory School,https://en.wikipedia.org/wiki/Headlands_Preparatory_School,78204136,Schools in the United States
Huntsville Female College,https://en.wikipedia.org/wiki/Huntsville_Female_College,72819146,Schools in the United States
Illinois State University College of Arts and Sciences,https://en.wikipedia.org/wiki/Illinois_State_University_College_of_Arts_and_Sciences,82595999,Schools in the United States
Kansas Industrial School for Girls,https://en.wikipedia.org/wiki/Kansas_Industrial_School_for_Girls,72070037,Schools in the United States
National School Choice Week,https://en.wikipedia.org/wiki/National_School_Choice_Week,41842649,Schools in the United States
Nihon Go Gakko (Seattle),https://en.wikipedia.org/wiki/Nihon_Go_Gakko_(Seattle),47986933,Schools in the United States
The Palmdale Aerospace Academy,https://en.wikipedia.org/wiki/The_Palmdale_Aerospace_Academy,41918030,Schools in the United States
Russian Math Tutors,https://en.wikipedia.org/wiki/Russian_Math_Tutors,82788956,Schools in the United States
St. Mary's Mission boarding school,https://en.wikipedia.org/wiki/St._Mary's_Mission_boarding_school,82265322,Schools in the United States
High school in the United States,https://en.wikipedia.org/wiki/High_school_in_the_United_States,54987918,High schools in the United States
NAF (non-profit organization),https://en.wikipedia.org/wiki/NAF_(non-profit_organization),2108379,High schools in the United States
Career and technical education,https://en.wikipedia.org/wiki/Career_and_technical_education,10940898,High schools in the United States
Christchurch School,https://en.wikipedia.org/wiki/Christchurch_School,3313651,High schools in the United States
Christian Heritage School (Connecticut),https://en.wikipedia.org/wiki/Christian_Heritage_School_(Connecticut),4714440,High schools in the United States
CICS Northtown Academy,https://en.wikipedia.org/wiki/CICS_Northtown_Academy,21380127,High schools in the United States
Cono Christian School,https://en.wikipedia.org/wiki/Cono_Christian_School,4696774,High schools in the United States
Create Charter High School,https://en.wikipedia.org/wiki/Create_Charter_High_School,12269980,High schools in the United States
Creston High School (Michigan),https://en.wikipedia.org/wiki/Creston_High_School_(Michigan),13988060,High schools in the United States
Eminence High School,https://en.wikipedia.org/wiki/Eminence_High_School,76238367,High schools in the United States
High School Survey of Student Engagement,https://en.wikipedia.org/wiki/High_School_Survey_of_Student_Engagement,26299397,High schools in the United States
National Association of Secondary School Principals,https://en.wikipedia.org/wiki/National_Association_of_Secondary_School_Principals,13176486,High schools in the United States
Secondary education in the United States,https://en.wikipedia.org/wiki/Secondary_education_in_the_United_States,378405,High schools in the United States
Conant Report,https://en.wikipedia.org/wiki/Conant_Report,68660180,Secondary schools in the United States
Santa Barbara Junior High School,https://en.wikipedia.org/wiki/Santa_Barbara_Junior_High_School,7638979,Middle schools in the United States
Country Day School movement,https://en.wikipedia.org/wiki/Country_Day_School_movement,1616928,Private schools in the United States
Crow Creek Tribal School,https://en.wikipedia.org/wiki/Crow_Creek_Tribal_School,68357688,Private schools in the United States
Independent Schools Association of the Southwest,https://en.wikipedia.org/wiki/Independent_Schools_Association_of_the_Southwest,51223105,Private schools in the United States
Saint Grottlesex,https://en.wikipedia.org/wiki/Saint_Grottlesex,2962603,Private schools in the United States
Spring Education Group,https://en.wikipedia.org/wiki/Spring_Education_Group,63438222,Private schools in the United States
"Fertilizers, Pills & Magnetic Strips","https://en.wikipedia.org/wiki/Fertilizers,_Pills_&_Magnetic_Strips",15885005,Public schools in the United States
Concept Schools,https://en.wikipedia.org/wiki/Concept_Schools,7188421,Charter schools in the United States
Crescent City Schools,https://en.wikipedia.org/wiki/Crescent_City_Schools,39766175,Charter schools in the United States
Educate Now,https://en.wikipedia.org/wiki/Educate_Now,27821200,Charter schools in the United States
Federal Charter School Program,https://en.wikipedia.org/wiki/Federal_Charter_School_Program,33586484,Charter schools in the United States
GEO Academies,https://en.wikipedia.org/wiki/GEO_Academies,8406018,Charter schools in the United States
Graham Elementary and Middle School,https://en.wikipedia.org/wiki/Graham_Elementary_and_Middle_School,8714368,Charter schools in the United States
Horizon Science Academy Columbus High School,https://en.wikipedia.org/wiki/Horizon_Science_Academy_Columbus_High_School,52569792,Charter schools in the United States
KIPP,https://en.wikipedia.org/wiki/KIPP,2406984,Charter schools in the United States
Language/culture-based charter school,https://en.wikipedia.org/wiki/Language/culture-based_charter_school,21163071,Charter schools in the United States
Mater Academy,https://en.wikipedia.org/wiki/Mater_Academy,34507403,Charter schools in the United States
Milburn Schools,https://en.wikipedia.org/wiki/Milburn_Schools,32436139,Charter schools in the United States
Mosaica Education,https://en.wikipedia.org/wiki/Mosaica_Education,32795063,Charter schools in the United States
National Heritage Academies,https://en.wikipedia.org/wiki/National_Heritage_Academies,27145838,Charter schools in the United States
Peltier v. Charter Day School,https://en.wikipedia.org/wiki/Peltier_v._Charter_Day_School,81708619,Charter schools in the United States
SEED Foundation,https://en.wikipedia.org/wiki/SEED_Foundation,28637141,Charter schools in the United States
Somerset Academy Inc.,https://en.wikipedia.org/wiki/Somerset_Academy_Inc.,56435703,Charter schools in the United States
Success Academy Charter Schools,https://en.wikipedia.org/wiki/Success_Academy_Charter_Schools,39469864,Charter schools in the United States
Success and Opportunity through Quality Charter Schools Act,https://en.wikipedia.org/wiki/Success_and_Opportunity_through_Quality_Charter_Schools_Act,42690196,Charter schools in the United States
Uncommon Schools,https://en.wikipedia.org/wiki/Uncommon_Schools,13810310,Charter schools in the United States
University Charter School,https://en.wikipedia.org/wiki/University_Charter_School,59668459,Charter schools in the United States
University Preparatory Academy,https://en.wikipedia.org/wiki/University_Preparatory_Academy,15890631,Charter schools in the United States
Catholic schools in the United States,https://en.wikipedia.org/wiki/Catholic_schools_in_the_United_States,22585003,Catholic schools in the United States
History of Catholic education in the United States,https://en.wikipedia.org/wiki/History_of_Catholic_education_in_the_United_States,42556285,Catholic schools in the United States
Cristo Rey Network,https://en.wikipedia.org/wiki/Cristo_Rey_Network,11855865,Catholic schools in the United States
NativityMiguel Network of Schools,https://en.wikipedia.org/wiki/NativityMiguel_Network_of_Schools,13232622,Catholic schools in the United States
O'Hara Catholic School,https://en.wikipedia.org/wiki/O'Hara_Catholic_School,47013915,Catholic schools in the United States
Pierce v. Society of Sisters,https://en.wikipedia.org/wiki/Pierce_v._Society_of_Sisters,665034,Catholic schools in the United States
Poughkeepsie plan,https://en.wikipedia.org/wiki/Poughkeepsie_plan,28296932,Catholic schools in the United States
Rapid City Catholic School System,https://en.wikipedia.org/wiki/Rapid_City_Catholic_School_System,82287150,Catholic schools in the United States
Woodmont Academy,https://en.wikipedia.org/wiki/Woodmont_Academy,43958556,Catholic schools in the United States
"Achievement Academy (Baltimore, Maryland)","https://en.wikipedia.org/wiki/Achievement_Academy_(Baltimore,_Maryland)",9026344,Alternative schools in the United States
Albany Free School,https://en.wikipedia.org/wiki/Albany_Free_School,46652996,Alternative schools in the United States
Albany Options School,https://en.wikipedia.org/wiki/Albany_Options_School,24246334,Alternative schools in the United States
Jackson Community School,https://en.wikipedia.org/wiki/Jackson_Community_School,29667973,Alternative schools in the United States
"Antioch School (Yellow Springs, Ohio)","https://en.wikipedia.org/wiki/Antioch_School_(Yellow_Springs,_Ohio)",71539356,Alternative schools in the United States
"Aztec High School (Yuma, Arizona)","https://en.wikipedia.org/wiki/Aztec_High_School_(Yuma,_Arizona)",29793615,Alternative schools in the United States
Bachman Academy,https://en.wikipedia.org/wiki/Bachman_Academy,10490754,Alternative schools in the United States
Baltimore Career Academy,https://en.wikipedia.org/wiki/Baltimore_Career_Academy,9019551,Alternative schools in the United States
Bard High School Early College,https://en.wikipedia.org/wiki/Bard_High_School_Early_College,1339822,Alternative schools in the United States
Barker Creek Community School,https://en.wikipedia.org/wiki/Barker_Creek_Community_School,80071317,Alternative schools in the United States
"Bayside High School (Clearwater, Florida)","https://en.wikipedia.org/wiki/Bayside_High_School_(Clearwater,_Florida)",6883390,Alternative schools in the United States
"Emerson High School (Kirkland, Washington)","https://en.wikipedia.org/wiki/Emerson_High_School_(Kirkland,_Washington)",15719978,Alternative schools in the United States
Bexar County Learning Center,https://en.wikipedia.org/wiki/Bexar_County_Learning_Center,51244746,Alternative schools in the United States
Brecht Forum,https://en.wikipedia.org/wiki/Brecht_Forum,23308227,Alternative schools in the United States
Bridgeport Academy,https://en.wikipedia.org/wiki/Bridgeport_Academy,24049588,Alternative schools in the United States
Bridgescape,https://en.wikipedia.org/wiki/Bridgescape,61722717,Alternative schools in the United States
Brooklyn Free School,https://en.wikipedia.org/wiki/Brooklyn_Free_School,41469849,Alternative schools in the United States
Brooklyn Frontiers High School,https://en.wikipedia.org/wiki/Brooklyn_Frontiers_High_School,22838530,Alternative schools in the United States
Charles F. Brush High School,https://en.wikipedia.org/wiki/Charles_F._Brush_High_School,5226764,Alternative schools in the United States
Burnsville Alternative High School,https://en.wikipedia.org/wiki/Burnsville_Alternative_High_School,62402107,Alternative schools in the United States
C. S. Monroe Technology Center,https://en.wikipedia.org/wiki/C._S._Monroe_Technology_Center,56908084,Alternative schools in the United States
CAM Academy,https://en.wikipedia.org/wiki/CAM_Academy,50392322,Alternative schools in the United States
Capital City Alternative School,https://en.wikipedia.org/wiki/Capital_City_Alternative_School,32375601,Alternative schools in the United States
Capital City High School,https://en.wikipedia.org/wiki/Capital_City_High_School,37899626,Alternative schools in the United States
Career and Academic Development Institute,https://en.wikipedia.org/wiki/Career_and_Academic_Development_Institute,7923498,Alternative schools in the United States
Carlos Rosario International Public Charter School,https://en.wikipedia.org/wiki/Carlos_Rosario_International_Public_Charter_School,51840906,Alternative schools in the United States
Cassata Catholic High School,https://en.wikipedia.org/wiki/Cassata_Catholic_High_School,11664957,Alternative schools in the United States
Center for Appropriate Transport,https://en.wikipedia.org/wiki/Center_for_Appropriate_Transport,7877413,Alternative schools in the United States
"Century High School (Los Lunas, New Mexico)","https://en.wikipedia.org/wiki/Century_High_School_(Los_Lunas,_New_Mexico)",3670069,Alternative schools in the United States
William Merritt Chase Alternative School,https://en.wikipedia.org/wiki/William_Merritt_Chase_Alternative_School,6586132,Alternative schools in the United States
City High-Middle School,https://en.wikipedia.org/wiki/City_High-Middle_School,9081550,Alternative schools in the United States
Clear Path Alternative School,https://en.wikipedia.org/wiki/Clear_Path_Alternative_School,9966409,Alternative schools in the United States
Clonlara School,https://en.wikipedia.org/wiki/Clonlara_School,7396136,Alternative schools in the United States
Coalition of Essential Schools,https://en.wikipedia.org/wiki/Coalition_of_Essential_Schools,572608,Alternative schools in the United States
Cobblestone School,https://en.wikipedia.org/wiki/Cobblestone_School,5205435,Alternative schools in the United States
Colegio Cesar Chavez,https://en.wikipedia.org/wiki/Colegio_Cesar_Chavez,2156837,Alternative schools in the United States
Coles High School Program,https://en.wikipedia.org/wiki/Coles_High_School_Program,31269203,Alternative schools in the United States
Collaberg School,https://en.wikipedia.org/wiki/Collaberg_School,66414943,Alternative schools in the United States
College of Creative Studies,https://en.wikipedia.org/wiki/College_of_Creative_Studies,255782,Alternative schools in the United States
Colorado's Finest High School of Choice,https://en.wikipedia.org/wiki/Colorado's_Finest_High_School_of_Choice,21228875,Alternative schools in the United States
Columbus Alternative High School,https://en.wikipedia.org/wiki/Columbus_Alternative_High_School,6685289,Alternative schools in the United States
Communities In Schools,https://en.wikipedia.org/wiki/Communities_In_Schools,17863093,Alternative schools in the United States
"Community High School (Ann Arbor, Michigan)","https://en.wikipedia.org/wiki/Community_High_School_(Ann_Arbor,_Michigan)",1268855,Alternative schools in the United States
Comstock Compass High School,https://en.wikipedia.org/wiki/Comstock_Compass_High_School,31505264,Alternative schools in the United States
Craft Academy for Excellence in Science and Mathematics,https://en.wikipedia.org/wiki/Craft_Academy_for_Excellence_in_Science_and_Mathematics,54743020,Alternative schools in the United States
Daniel C. Oakes High School,https://en.wikipedia.org/wiki/Daniel_C._Oakes_High_School,62025816,Alternative schools in the United States
Dartmoor School,https://en.wikipedia.org/wiki/Dartmoor_School,27809619,Alternative schools in the United States
Davenport Mid City High School,https://en.wikipedia.org/wiki/Davenport_Mid_City_High_School,46316275,Alternative schools in the United States
Dharma Realm Buddhist University,https://en.wikipedia.org/wiki/Dharma_Realm_Buddhist_University,39225718,Alternative schools in the United States
Dr. Pedro Albizu Campos High School,https://en.wikipedia.org/wiki/Dr._Pedro_Albizu_Campos_High_School,36795290,Alternative schools in the United States
Eager Street Academy,https://en.wikipedia.org/wiki/Eager_Street_Academy,60682492,Alternative schools in the United States
Eagle Harbor High School,https://en.wikipedia.org/wiki/Eagle_Harbor_High_School,9112552,Alternative schools in the United States
EAGLES Academy,https://en.wikipedia.org/wiki/EAGLES_Academy,57635094,Alternative schools in the United States
East Market Street Church of Christ,https://en.wikipedia.org/wiki/East_Market_Street_Church_of_Christ,34391104,Alternative schools in the United States
ECADEMY High School,https://en.wikipedia.org/wiki/ECADEMY_High_School,8091115,Alternative schools in the United States
Edmonds Heights K–12,https://en.wikipedia.org/wiki/Edmonds_Heights_K–12,18300399,Alternative schools in the United States
Electronic Classroom of Tomorrow,https://en.wikipedia.org/wiki/Electronic_Classroom_of_Tomorrow,9241851,Alternative schools in the United States
Ensweiler Academy,https://en.wikipedia.org/wiki/Ensweiler_Academy,6589426,Alternative schools in the United States
"Evergreen High School (Oakhurst, California)","https://en.wikipedia.org/wiki/Evergreen_High_School_(Oakhurst,_California)",6186173,Alternative schools in the United States
Excel Academy at Francis M. Wood High School,https://en.wikipedia.org/wiki/Excel_Academy_at_Francis_M._Wood_High_School,9022514,Alternative schools in the United States
Farmington Central High School (Michigan),https://en.wikipedia.org/wiki/Farmington_Central_High_School_(Michigan),23416068,Alternative schools in the United States
Fern Ridge High School,https://en.wikipedia.org/wiki/Fern_Ridge_High_School,3296182,Alternative schools in the United States
Fort Hayes Metropolitan Education Center,https://en.wikipedia.org/wiki/Fort_Hayes_Metropolitan_Education_Center,6687428,Alternative schools in the United States
Frank Church High School,https://en.wikipedia.org/wiki/Frank_Church_High_School,3765526,Alternative schools in the United States
Freedom University,https://en.wikipedia.org/wiki/Freedom_University,65253747,Alternative schools in the United States
Genesis High School,https://en.wikipedia.org/wiki/Genesis_High_School,51236669,Alternative schools in the United States
"Gifted Education Resource Institute, Purdue University","https://en.wikipedia.org/wiki/Gifted_Education_Resource_Institute,_Purdue_University",30104686,Alternative schools in the United States
Devereux Glenholme School,https://en.wikipedia.org/wiki/Devereux_Glenholme_School,11378833,Alternative schools in the United States
Goddard College,https://en.wikipedia.org/wiki/Goddard_College,529717,Alternative schools in the United States
Great Neck Village High School,https://en.wikipedia.org/wiki/Great_Neck_Village_High_School,64783853,Alternative schools in the United States
H-B Woodlawn,https://en.wikipedia.org/wiki/H-B_Woodlawn,1807031,Alternative schools in the United States
Henderson Bay High School,https://en.wikipedia.org/wiki/Henderson_Bay_High_School,59614951,Alternative schools in the United States
High School of Music & Art,https://en.wikipedia.org/wiki/High_School_of_Music_&_Art,6162228,Alternative schools in the United States
Homewood Center,https://en.wikipedia.org/wiki/Homewood_Center,57223174,Alternative schools in the United States
"Hope High School (Port Lavaca, Texas)","https://en.wikipedia.org/wiki/Hope_High_School_(Port_Lavaca,_Texas)",51400520,Alternative schools in the United States
Huelga schools (Houston),https://en.wikipedia.org/wiki/Huelga_schools_(Houston),55308336,Alternative schools in the United States
Humanex Academy,https://en.wikipedia.org/wiki/Humanex_Academy,21580042,Alternative schools in the United States
Independence High School (Georgia),https://en.wikipedia.org/wiki/Independence_High_School_(Georgia),7911275,Alternative schools in the United States
Indian Trail High School and Academy,https://en.wikipedia.org/wiki/Indian_Trail_High_School_and_Academy,5144803,Alternative schools in the United States
Irvington Community School,https://en.wikipedia.org/wiki/Irvington_Community_School,22366414,Alternative schools in the United States
Joseph W. Pepin Memorial Building,https://en.wikipedia.org/wiki/Joseph_W._Pepin_Memorial_Building,28030481,Alternative schools in the United States
Lake Academy,https://en.wikipedia.org/wiki/Lake_Academy,34918397,Alternative schools in the United States
Lara FS Academy,https://en.wikipedia.org/wiki/Lara_FS_Academy,11581318,Alternative schools in the United States
"Legacy High School (Vancouver, Washington)","https://en.wikipedia.org/wiki/Legacy_High_School_(Vancouver,_Washington)",35665976,Alternative schools in the United States
Lehman Alternative Community School,https://en.wikipedia.org/wiki/Lehman_Alternative_Community_School,2690881,Alternative schools in the United States
Leonia Alternative High School,https://en.wikipedia.org/wiki/Leonia_Alternative_High_School,75630067,Alternative schools in the United States
Loudoun Academy of Science,https://en.wikipedia.org/wiki/Loudoun_Academy_of_Science,5581282,Alternative schools in the United States
Magic Valley High School,https://en.wikipedia.org/wiki/Magic_Valley_High_School,3765578,Alternative schools in the United States
Malcolm Shabazz City High School,https://en.wikipedia.org/wiki/Malcolm_Shabazz_City_High_School,12254529,Alternative schools in the United States
Marburn Academy,https://en.wikipedia.org/wiki/Marburn_Academy,47130318,Alternative schools in the United States
Marsh Foundation School,https://en.wikipedia.org/wiki/Marsh_Foundation_School,28449549,Alternative schools in the United States
Mary E. Moss Academy,https://en.wikipedia.org/wiki/Mary_E._Moss_Academy,36708924,Alternative schools in the United States
Mary E. Phillips High School,https://en.wikipedia.org/wiki/Mary_E._Phillips_High_School,26017319,Alternative schools in the United States
Maya Angelou Academy,https://en.wikipedia.org/wiki/Maya_Angelou_Academy,23365908,Alternative schools in the United States
Metro High School (Iowa),https://en.wikipedia.org/wiki/Metro_High_School_(Iowa),10568571,Alternative schools in the United States
Harvey Milk High School,https://en.wikipedia.org/wiki/Harvey_Milk_High_School,1009301,Alternative schools in the United States
Mount Graham High School,https://en.wikipedia.org/wiki/Mount_Graham_High_School,20266182,Alternative schools in the United States
Mountain Youth School,https://en.wikipedia.org/wiki/Mountain_Youth_School,31738887,Alternative schools in the United States
New Beginnings High School,https://en.wikipedia.org/wiki/New_Beginnings_High_School,4232919,Alternative schools in the United States
Northwest Regional Learning Center,https://en.wikipedia.org/wiki/Northwest_Regional_Learning_Center,24722037,Alternative schools in the United States
The Nova Project,https://en.wikipedia.org/wiki/The_Nova_Project,4238041,Alternative schools in the United States
Oakland Alternative High School,https://en.wikipedia.org/wiki/Oakland_Alternative_High_School,25458419,Alternative schools in the United States
Online high schools in California,https://en.wikipedia.org/wiki/Online_high_schools_in_California,47578191,Alternative schools in the United States
Open High School (Virginia),https://en.wikipedia.org/wiki/Open_High_School_(Virginia),7093142,Alternative schools in the United States
"Pacific High School (Sitka, Alaska)","https://en.wikipedia.org/wiki/Pacific_High_School_(Sitka,_Alaska)",4646241,Alternative schools in the United States
Palmetto Bay Academy,https://en.wikipedia.org/wiki/Palmetto_Bay_Academy,15149970,Alternative schools in the United States
Parkview Center School,https://en.wikipedia.org/wiki/Parkview_Center_School,34411164,Alternative schools in the United States
Parkway Program,https://en.wikipedia.org/wiki/Parkway_Program,75579886,Alternative schools in the United States
Perkiomen Valley Academy,https://en.wikipedia.org/wiki/Perkiomen_Valley_Academy,7856377,Alternative schools in the United States
Phoenix High School (Texas),https://en.wikipedia.org/wiki/Phoenix_High_School_(Texas),51236736,Alternative schools in the United States
Queens Gateway to Health Sciences Secondary School,https://en.wikipedia.org/wiki/Queens_Gateway_to_Health_Sciences_Secondary_School,11449970,Alternative schools in the United States
Edward A. Reynolds West Side High School,https://en.wikipedia.org/wiki/Edward_A._Reynolds_West_Side_High_School,6689417,Alternative schools in the United States
Richard C. Briggs High School,https://en.wikipedia.org/wiki/Richard_C._Briggs_High_School,15190488,Alternative schools in the United States
Richmond Community High School,https://en.wikipedia.org/wiki/Richmond_Community_High_School,3203736,Alternative schools in the United States
Rio Grande Preparatory Institute,https://en.wikipedia.org/wiki/Rio_Grande_Preparatory_Institute,77314772,Alternative schools in the United States
High Mountain Institute,https://en.wikipedia.org/wiki/High_Mountain_Institute,21765839,Alternative schools in the United States
"School of the Arts (Rochester, New York)","https://en.wikipedia.org/wiki/School_of_the_Arts_(Rochester,_New_York)",9782817,Alternative schools in the United States
"School Without Walls (Rochester, New York)","https://en.wikipedia.org/wiki/School_Without_Walls_(Rochester,_New_York)",8302070,Alternative schools in the United States
Scriber Lake High School,https://en.wikipedia.org/wiki/Scriber_Lake_High_School,10522327,Alternative schools in the United States
Sequoyah School,https://en.wikipedia.org/wiki/Sequoyah_School,4816610,Alternative schools in the United States
Sixth Street Academy,https://en.wikipedia.org/wiki/Sixth_Street_Academy,25365083,Alternative schools in the United States
Skyview High School (Alaska),https://en.wikipedia.org/wiki/Skyview_High_School_(Alaska),15487468,Alternative schools in the United States
Soka University of America,https://en.wikipedia.org/wiki/Soka_University_of_America,7195931,Alternative schools in the United States
Sonoma Mountain High School,https://en.wikipedia.org/wiki/Sonoma_Mountain_High_School,5453822,Alternative schools in the United States
Soundview Preparatory School,https://en.wikipedia.org/wiki/Soundview_Preparatory_School,19577305,Alternative schools in the United States
Spring Ridge Academy,https://en.wikipedia.org/wiki/Spring_Ridge_Academy,10278281,Alternative schools in the United States
Steller Secondary School,https://en.wikipedia.org/wiki/Steller_Secondary_School,995206,Alternative schools in the United States
Step Academy,https://en.wikipedia.org/wiki/Step_Academy,11581385,Alternative schools in the United States
Stonesoup School,https://en.wikipedia.org/wiki/Stonesoup_School,23540077,Alternative schools in the United States
SuccessTech Academy,https://en.wikipedia.org/wiki/SuccessTech_Academy,13665799,Alternative schools in the United States
Alan T. Sugiyama High School,https://en.wikipedia.org/wiki/Alan_T._Sugiyama_High_School,59327281,Alternative schools in the United States
Frank M. Tejeda Academy,https://en.wikipedia.org/wiki/Frank_M._Tejeda_Academy,51252537,Alternative schools in the United States
Thomas J. Pappas School,https://en.wikipedia.org/wiki/Thomas_J._Pappas_School,10145386,Alternative schools in the United States
University High School (New Mexico),https://en.wikipedia.org/wiki/University_High_School_(New_Mexico),30524852,Alternative schools in the United States
Upland Hills School,https://en.wikipedia.org/wiki/Upland_Hills_School,9682060,Alternative schools in the United States
Utica Alternative Learning Center,https://en.wikipedia.org/wiki/Utica_Alternative_Learning_Center,71198315,Alternative schools in the United States
Valley Pathways High School,https://en.wikipedia.org/wiki/Valley_Pathways_High_School,39236963,Alternative schools in the United States
Vistas High School Program,https://en.wikipedia.org/wiki/Vistas_High_School_Program,12584442,Alternative schools in the United States
Walden III Middle and High School,https://en.wikipedia.org/wiki/Walden_III_Middle_and_High_School,10423325,Alternative schools in the United States
Walter Reuther Central High School,https://en.wikipedia.org/wiki/Walter_Reuther_Central_High_School,5144564,Alternative schools in the United States
West Side Academy (Detroit),https://en.wikipedia.org/wiki/West_Side_Academy_(Detroit),32636888,Alternative schools in the United States
Wheatley Alternative Education Center,https://en.wikipedia.org/wiki/Wheatley_Alternative_Education_Center,51238497,Alternative schools in the United States
Wilson High School (California),https://en.wikipedia.org/wiki/Wilson_High_School_(California),76177135,Alternative schools in the United States
Yaaḵoosgé Daakahídi Alternative High School,https://en.wikipedia.org/wiki/Yaaḵoosgé_Daakahídi_Alternative_High_School,1799748,Alternative schools in the United States
American Indian boarding school gravesites,https://en.wikipedia.org/wiki/American_Indian_boarding_school_gravesites,77476691,Boarding schools in the United States
Southern Ute Boarding School,https://en.wikipedia.org/wiki/Southern_Ute_Boarding_School,78417202,Boarding schools in the United States
Gonzaga College High School,https://en.wikipedia.org/wiki/Gonzaga_College_High_School,1037161,Boys' schools in the United States
Sacred Heart Apostolic School,https://en.wikipedia.org/wiki/Sacred_Heart_Apostolic_School,37136549,Boys' schools in the United States
"St. Albans School (Washington, D.C.)","https://en.wikipedia.org/wiki/St._Albans_School_(Washington,_D.C.)",418583,Boys' schools in the United States
St. Andrew's Schools,https://en.wikipedia.org/wiki/St._Andrew's_Schools,22757991,Boys' schools in the United States
St. Anselm's Abbey School,https://en.wikipedia.org/wiki/St._Anselm's_Abbey_School,19552845,Boys' schools in the United States
Saint Louis School,https://en.wikipedia.org/wiki/Saint_Louis_School,732520,Boys' schools in the United States
Saint Stanislaus College,https://en.wikipedia.org/wiki/Saint_Stanislaus_College,3172419,Boys' schools in the United States
Saint Thomas Academy,https://en.wikipedia.org/wiki/Saint_Thomas_Academy,3283904,Boys' schools in the United States
Stuart Hall High School,https://en.wikipedia.org/wiki/Stuart_Hall_High_School,9183438,Boys' schools in the United States
Welton Academy,https://en.wikipedia.org/wiki/Welton_Academy,56598787,Boys' schools in the United States
Berry College,https://en.wikipedia.org/wiki/Berry_College,796996,DAR schools
Crossnore School Historic District,https://en.wikipedia.org/wiki/Crossnore_School_Historic_District,43536223,DAR schools
Hindman Settlement School,https://en.wikipedia.org/wiki/Hindman_Settlement_School,16589039,DAR schools
Kate Duncan Smith DAR School,https://en.wikipedia.org/wiki/Kate_Duncan_Smith_DAR_School,43519319,DAR schools
Tamassee DAR School,https://en.wikipedia.org/wiki/Tamassee_DAR_School,41478968,DAR schools
Academy of Our Lady of Guam,https://en.wikipedia.org/wiki/Academy_of_Our_Lady_of_Guam,8079404,Girls' schools in the United States
Beth Jacob High School of Denver,https://en.wikipedia.org/wiki/Beth_Jacob_High_School_of_Denver,79231832,Girls' schools in the United States
"Immaculate Conception Academy (Davenport, Iowa)","https://en.wikipedia.org/wiki/Immaculate_Conception_Academy_(Davenport,_Iowa)",34409139,Girls' schools in the United States
International Coalition of Girls' Schools,https://en.wikipedia.org/wiki/International_Coalition_of_Girls'_Schools,3723986,Girls' schools in the United States
Notre Dame High School (Guam),https://en.wikipedia.org/wiki/Notre_Dame_High_School_(Guam),20821176,Girls' schools in the United States
Online School for Girls,https://en.wikipedia.org/wiki/Online_School_for_Girls,36567285,Girls' schools in the United States
Wilcox Female Institute,https://en.wikipedia.org/wiki/Wilcox_Female_Institute,19791719,Girls' schools in the United States
Arkansas Negro Boys' Industrial School,https://en.wikipedia.org/wiki/Arkansas_Negro_Boys'_Industrial_School,31135996,Industrial schools in the United States
Barrett Juvenile Correctional Center,https://en.wikipedia.org/wiki/Barrett_Juvenile_Correctional_Center,55540908,Industrial schools in the United States
Bishop Payne Divinity School,https://en.wikipedia.org/wiki/Bishop_Payne_Divinity_School,28518779,Industrial schools in the United States
Fort Valley High and Industrial School,https://en.wikipedia.org/wiki/Fort_Valley_High_and_Industrial_School,1751942,Industrial schools in the United States
Illinois Industrial School for Girls,https://en.wikipedia.org/wiki/Illinois_Industrial_School_for_Girls,60253631,Industrial schools in the United States
Lancaster Industrial School for Girls,https://en.wikipedia.org/wiki/Lancaster_Industrial_School_for_Girls,18560267,Industrial schools in the United States
Maine Industrial School for Girls,https://en.wikipedia.org/wiki/Maine_Industrial_School_for_Girls,50735039,Industrial schools in the United States
Montgomery Industrial School for Girls,https://en.wikipedia.org/wiki/Montgomery_Industrial_School_for_Girls,53196309,Industrial schools in the United States
Mount Meigs Campus,https://en.wikipedia.org/wiki/Mount_Meigs_Campus,21590230,Industrial schools in the United States
State Teachers and Agricultural College for Negroes (Georgia),https://en.wikipedia.org/wiki/State_Teachers_and_Agricultural_College_for_Negroes_(Georgia),81185935,Industrial schools in the United States
Vermont Industrial School,https://en.wikipedia.org/wiki/Vermont_Industrial_School,65218751,Industrial schools in the United States
Virginia Home and Industrial School for Girls,https://en.wikipedia.org/wiki/Virginia_Home_and_Industrial_School_for_Girls,67310096,Industrial schools in the United States
Wisconsin Industrial School for Girls,https://en.wikipedia.org/wiki/Wisconsin_Industrial_School_for_Girls,54095858,Industrial schools in the United States
"International School (Bellevue, Washington)","https://en.wikipedia.org/wiki/International_School_(Bellevue,_Washington)",1311110,International schools in the United States
