title,url,pageid,source_category
"Forest Hill School (Martinsburg, West Virginia)","https://en.wikipedia.org/wiki/Forest_Hill_School_(Martinsburg,_West_Virginia)",80533927,One-room schoolhouses in West Virginia
Krenn School,https://en.wikipedia.org/wiki/Krenn_School,32199102,One-room schoolhouses in West Virginia
Smoketown School,https://en.wikipedia.org/wiki/Smoketown_School,32057935,One-room schoolhouses in West Virginia
Upper Glady School,https://en.wikipedia.org/wiki/Upper_Glady_School,32672535,One-room schoolhouses in West Virginia
Windy Run Grade School,https://en.wikipedia.org/wiki/Windy_Run_Grade_School,32141751,One-room schoolhouses in West Virginia
Altoona High School,https://en.wikipedia.org/wiki/Altoona_High_School,64934324,High schools in Wisconsin
Clintonville High School,https://en.wikipedia.org/wiki/Clintonville_High_School,60145998,High schools in Wisconsin
"Jefferson High School (Jefferson, Wisconsin)","https://en.wikipedia.org/wiki/Jefferson_High_School_(Jefferson,_Wisconsin)",68540217,High schools in Wisconsin
"Mountain High School (Mountain, Wisconsin)","https://en.wikipedia.org/wiki/Mountain_High_School_(Mountain,_Wisconsin)",55359023,High schools in Wisconsin
Shawano Community High School,https://en.wikipedia.org/wiki/Shawano_Community_High_School,60146093,High schools in Wisconsin
Stratford High School (Wisconsin),https://en.wikipedia.org/wiki/Stratford_High_School_(Wisconsin),62804817,High schools in Wisconsin
Jerome I. Case High School,https://en.wikipedia.org/wiki/Jerome_I._Case_High_School,4204411,International Baccalaureate schools in Wisconsin
Catholic Memorial High School,https://en.wikipedia.org/wiki/Catholic_Memorial_High_School,3423084,International Baccalaureate schools in Wisconsin
John Marshall High School (Wisconsin),https://en.wikipedia.org/wiki/John_Marshall_High_School_(Wisconsin),11772522,International Baccalaureate schools in Wisconsin
"Lincoln High School (Manitowoc, Wisconsin)","https://en.wikipedia.org/wiki/Lincoln_High_School_(Manitowoc,_Wisconsin)",3928725,International Baccalaureate schools in Wisconsin
Madison Country Day School,https://en.wikipedia.org/wiki/Madison_Country_Day_School,2662581,International Baccalaureate schools in Wisconsin
"Notre Dame Academy (Green Bay, Wisconsin)","https://en.wikipedia.org/wiki/Notre_Dame_Academy_(Green_Bay,_Wisconsin)",7973142,International Baccalaureate schools in Wisconsin
Ronald Wilson Reagan College Preparatory High School,https://en.wikipedia.org/wiki/Ronald_Wilson_Reagan_College_Preparatory_High_School,4140806,International Baccalaureate schools in Wisconsin
Rufus King International High School,https://en.wikipedia.org/wiki/Rufus_King_International_High_School,2915930,International Baccalaureate schools in Wisconsin
Wausau East High School,https://en.wikipedia.org/wiki/Wausau_East_High_School,8962648,International Baccalaureate schools in Wisconsin
Center Valley Grade School,https://en.wikipedia.org/wiki/Center_Valley_Grade_School,34439211,One-room schoolhouses in Wisconsin
First Kindergarten,https://en.wikipedia.org/wiki/First_Kindergarten,34858594,One-room schoolhouses in Wisconsin
Frey School,https://en.wikipedia.org/wiki/Frey_School,57816791,One-room schoolhouses in Wisconsin
Gibraltar District School No. 2,https://en.wikipedia.org/wiki/Gibraltar_District_School_No._2,37491368,One-room schoolhouses in Wisconsin
"Harrisburg School (Sauk County, Wisconsin)","https://en.wikipedia.org/wiki/Harrisburg_School_(Sauk_County,_Wisconsin)",73807491,One-room schoolhouses in Wisconsin
Pipe School,https://en.wikipedia.org/wiki/Pipe_School,39517433,One-room schoolhouses in Wisconsin
Pulaski Presbyterian Church Complex,https://en.wikipedia.org/wiki/Pulaski_Presbyterian_Church_Complex,58630337,One-room schoolhouses in Wisconsin
"Stony Hill School (Waubeka, Wisconsin)","https://en.wikipedia.org/wiki/Stony_Hill_School_(Waubeka,_Wisconsin)",37206390,One-room schoolhouses in Wisconsin
Waubesa School,https://en.wikipedia.org/wiki/Waubesa_School,73539258,One-room schoolhouses in Wisconsin
Holy Name Catholic School,https://en.wikipedia.org/wiki/Holy_Name_Catholic_School,61767208,Catholic schools in Wyoming
Jackson Hole Community School,https://en.wikipedia.org/wiki/Jackson_Hole_Community_School,20758766,High schools in Wyoming
Johnson Public School,https://en.wikipedia.org/wiki/Johnson_Public_School,56911245,High schools in Wyoming
Pine Bluffs High School,https://en.wikipedia.org/wiki/Pine_Bluffs_High_School,58446783,High schools in Wyoming
Daniel School,https://en.wikipedia.org/wiki/Daniel_School,28497010,One-room schoolhouses in Wyoming
Lower Shell School House,https://en.wikipedia.org/wiki/Lower_Shell_School_House,23246830,One-room schoolhouses in Wyoming
Pioneer School,https://en.wikipedia.org/wiki/Pioneer_School,23715697,One-room schoolhouses in Wyoming
Baker High School (Alabama),https://en.wikipedia.org/wiki/Baker_High_School_(Alabama),13805405,"High schools in Mobile County, Alabama"
Alma Bryant High School,https://en.wikipedia.org/wiki/Alma_Bryant_High_School,24973508,"High schools in Mobile County, Alabama"
Citronelle High School,https://en.wikipedia.org/wiki/Citronelle_High_School,51193004,"High schools in Mobile County, Alabama"
Mary G. Montgomery High School,https://en.wikipedia.org/wiki/Mary_G._Montgomery_High_School,10007041,"High schools in Mobile County, Alabama"
Saraland High School,https://en.wikipedia.org/wiki/Saraland_High_School,36062873,"High schools in Mobile County, Alabama"
Satsuma High School,https://en.wikipedia.org/wiki/Satsuma_High_School,7784774,"High schools in Mobile County, Alabama"
Theodore High School,https://en.wikipedia.org/wiki/Theodore_High_School,20673250,"High schools in Mobile County, Alabama"
Vigor High School,https://en.wikipedia.org/wiki/Vigor_High_School,19070937,"High schools in Mobile County, Alabama"
Academy at Palumbo,https://en.wikipedia.org/wiki/Academy_at_Palumbo,36353154,High schools in Philadelphia
Archbishop Ryan High School,https://en.wikipedia.org/wiki/Archbishop_Ryan_High_School,5493899,High schools in Philadelphia
Bodine High School for International Affairs,https://en.wikipedia.org/wiki/Bodine_High_School_for_International_Affairs,36229614,High schools in Philadelphia
Edward W. Bok Technical High School,https://en.wikipedia.org/wiki/Edward_W._Bok_Technical_High_School,28779622,High schools in Philadelphia
The Crefeld School,https://en.wikipedia.org/wiki/The_Crefeld_School,5688358,High schools in Philadelphia
Murrell Dobbins Career and Technical Education High School,https://en.wikipedia.org/wiki/Murrell_Dobbins_Career_and_Technical_Education_High_School,36228973,High schools in Philadelphia
Franklin Learning Center,https://en.wikipedia.org/wiki/Franklin_Learning_Center,36228920,High schools in Philadelphia
Friends Select School,https://en.wikipedia.org/wiki/Friends_Select_School,2101061,High schools in Philadelphia
Furness High School,https://en.wikipedia.org/wiki/Furness_High_School,15662926,High schools in Philadelphia
Germantown Friends School,https://en.wikipedia.org/wiki/Germantown_Friends_School,1752726,High schools in Philadelphia
Girard Academic Music Program,https://en.wikipedia.org/wiki/Girard_Academic_Music_Program,4883661,High schools in Philadelphia
Simon Gratz High School Mastery Charter,https://en.wikipedia.org/wiki/Simon_Gratz_High_School_Mastery_Charter,1722737,High schools in Philadelphia
Greene Street Friends School,https://en.wikipedia.org/wiki/Greene_Street_Friends_School,40819347,High schools in Philadelphia
Imhotep Institute Charter High School,https://en.wikipedia.org/wiki/Imhotep_Institute_Charter_High_School,53353421,High schools in Philadelphia
Robert E. Lamberton High School,https://en.wikipedia.org/wiki/Robert_E._Lamberton_High_School,14473928,High schools in Philadelphia
Mastery Charter School Thomas Campus,https://en.wikipedia.org/wiki/Mastery_Charter_School_Thomas_Campus,33342963,High schools in Philadelphia
Monument Cemetery,https://en.wikipedia.org/wiki/Monument_Cemetery,48838450,High schools in Philadelphia
Olney High School,https://en.wikipedia.org/wiki/Olney_High_School,36229398,High schools in Philadelphia
Parkway Center City Middle College,https://en.wikipedia.org/wiki/Parkway_Center_City_Middle_College,36205132,High schools in Philadelphia
William Penn Charter School,https://en.wikipedia.org/wiki/William_Penn_Charter_School,3289094,High schools in Philadelphia
Philadelphia Mennonite High School,https://en.wikipedia.org/wiki/Philadelphia_Mennonite_High_School,23181756,High schools in Philadelphia
Albuquerque Academy,https://en.wikipedia.org/wiki/Albuquerque_Academy,914332,"High schools in Albuquerque, New Mexico"
Albuquerque High School,https://en.wikipedia.org/wiki/Albuquerque_High_School,2869362,"High schools in Albuquerque, New Mexico"
Amy Biehl High School,https://en.wikipedia.org/wiki/Amy_Biehl_High_School,30846950,"High schools in Albuquerque, New Mexico"
Atrisco Heritage Academy High School,https://en.wikipedia.org/wiki/Atrisco_Heritage_Academy_High_School,31513156,"High schools in Albuquerque, New Mexico"
Bosque School,https://en.wikipedia.org/wiki/Bosque_School,2193404,"High schools in Albuquerque, New Mexico"
Career Enrichment Center,https://en.wikipedia.org/wiki/Career_Enrichment_Center,14040294,"High schools in Albuquerque, New Mexico"
Cibola High School (New Mexico),https://en.wikipedia.org/wiki/Cibola_High_School_(New_Mexico),3930265,"High schools in Albuquerque, New Mexico"
Del Norte High School (New Mexico),https://en.wikipedia.org/wiki/Del_Norte_High_School_(New_Mexico),5787761,"High schools in Albuquerque, New Mexico"
East Mountain High School,https://en.wikipedia.org/wiki/East_Mountain_High_School,35017063,"High schools in Albuquerque, New Mexico"
Eldorado High School (New Mexico),https://en.wikipedia.org/wiki/Eldorado_High_School_(New_Mexico),5562321,"High schools in Albuquerque, New Mexico"
"Highland High School (Albuquerque, New Mexico)","https://en.wikipedia.org/wiki/Highland_High_School_(Albuquerque,_New_Mexico)",5618588,"High schools in Albuquerque, New Mexico"
Hope Christian School,https://en.wikipedia.org/wiki/Hope_Christian_School,4192019,"High schools in Albuquerque, New Mexico"
La Cueva High School,https://en.wikipedia.org/wiki/La_Cueva_High_School,4077358,"High schools in Albuquerque, New Mexico"
Manzano High School,https://en.wikipedia.org/wiki/Manzano_High_School,5787830,"High schools in Albuquerque, New Mexico"
Menaul School,https://en.wikipedia.org/wiki/Menaul_School,4360756,"High schools in Albuquerque, New Mexico"
Old Albuquerque High School,https://en.wikipedia.org/wiki/Old_Albuquerque_High_School,2162455,"High schools in Albuquerque, New Mexico"
Public Academy for Performing Arts,https://en.wikipedia.org/wiki/Public_Academy_for_Performing_Arts,15580231,"High schools in Albuquerque, New Mexico"
Rio Grande High School,https://en.wikipedia.org/wiki/Rio_Grande_High_School,18692410,"High schools in Albuquerque, New Mexico"
St. Pius X High School (Albuquerque),https://en.wikipedia.org/wiki/St._Pius_X_High_School_(Albuquerque),8661403,"High schools in Albuquerque, New Mexico"
Sandia Preparatory School,https://en.wikipedia.org/wiki/Sandia_Preparatory_School,8491011,"High schools in Albuquerque, New Mexico"
Valley High School (New Mexico),https://en.wikipedia.org/wiki/Valley_High_School_(New_Mexico),26472475,"High schools in Albuquerque, New Mexico"
Volcano Vista High School,https://en.wikipedia.org/wiki/Volcano_Vista_High_School,17417408,"High schools in Albuquerque, New Mexico"
West Mesa High School,https://en.wikipedia.org/wiki/West_Mesa_High_School,16937302,"High schools in Albuquerque, New Mexico"
Bartlett High School (Alaska),https://en.wikipedia.org/wiki/Bartlett_High_School_(Alaska),25140121,"High schools in Anchorage, Alaska"
Bettye Davis East Anchorage High School,https://en.wikipedia.org/wiki/Bettye_Davis_East_Anchorage_High_School,24718908,"High schools in Anchorage, Alaska"
Chugiak High School,https://en.wikipedia.org/wiki/Chugiak_High_School,5437682,"High schools in Anchorage, Alaska"
Dimond High School,https://en.wikipedia.org/wiki/Dimond_High_School,5437769,"High schools in Anchorage, Alaska"
Eagle River High School,https://en.wikipedia.org/wiki/Eagle_River_High_School,5437956,"High schools in Anchorage, Alaska"
Highland Academy Charter School,https://en.wikipedia.org/wiki/Highland_Academy_Charter_School,5374415,"High schools in Anchorage, Alaska"
Service High School,https://en.wikipedia.org/wiki/Service_High_School,4102673,"High schools in Anchorage, Alaska"
South Anchorage High School,https://en.wikipedia.org/wiki/South_Anchorage_High_School,15340807,"High schools in Anchorage, Alaska"
"Father Gabriel Richard High School (Ann Arbor, Michigan)","https://en.wikipedia.org/wiki/Father_Gabriel_Richard_High_School_(Ann_Arbor,_Michigan)",11492084,"High schools in Ann Arbor, Michigan"
Greenhills School,https://en.wikipedia.org/wiki/Greenhills_School,7604154,"High schools in Ann Arbor, Michigan"
"Huron High School (Ann Arbor, Michigan)","https://en.wikipedia.org/wiki/Huron_High_School_(Ann_Arbor,_Michigan)",5369809,"High schools in Ann Arbor, Michigan"
Michigan Islamic Academy,https://en.wikipedia.org/wiki/Michigan_Islamic_Academy,48428036,"High schools in Ann Arbor, Michigan"
"Pioneer High School (Ann Arbor, Michigan)","https://en.wikipedia.org/wiki/Pioneer_High_School_(Ann_Arbor,_Michigan)",4538080,"High schools in Ann Arbor, Michigan"
Skyline High School (Michigan),https://en.wikipedia.org/wiki/Skyline_High_School_(Michigan),9883562,"High schools in Ann Arbor, Michigan"
University High School (Michigan),https://en.wikipedia.org/wiki/University_High_School_(Michigan),65921879,"High schools in Ann Arbor, Michigan"
Appleton East High School,https://en.wikipedia.org/wiki/Appleton_East_High_School,3434357,"High schools in Appleton, Wisconsin"
Appleton North High School,https://en.wikipedia.org/wiki/Appleton_North_High_School,5424274,"High schools in Appleton, Wisconsin"
Appleton Technical Academy,https://en.wikipedia.org/wiki/Appleton_Technical_Academy,51652500,"High schools in Appleton, Wisconsin"
Appleton West High School,https://en.wikipedia.org/wiki/Appleton_West_High_School,4898410,"High schools in Appleton, Wisconsin"
Fox Valley Lutheran High School,https://en.wikipedia.org/wiki/Fox_Valley_Lutheran_High_School,13101757,"High schools in Appleton, Wisconsin"
Valley New School,https://en.wikipedia.org/wiki/Valley_New_School,24942412,"High schools in Appleton, Wisconsin"
Baton Rouge Magnet High School,https://en.wikipedia.org/wiki/Baton_Rouge_Magnet_High_School,586389,"High schools in Baton Rouge, Louisiana"
Belaire High School,https://en.wikipedia.org/wiki/Belaire_High_School,10298907,"High schools in Baton Rouge, Louisiana"
Broadmoor High School,https://en.wikipedia.org/wiki/Broadmoor_High_School,17997081,"High schools in Baton Rouge, Louisiana"
Capitol High School (Louisiana),https://en.wikipedia.org/wiki/Capitol_High_School_(Louisiana),71786919,"High schools in Baton Rouge, Louisiana"
East Baton Rouge Laboratory Academy,https://en.wikipedia.org/wiki/East_Baton_Rouge_Laboratory_Academy,24369573,"High schools in Baton Rouge, Louisiana"
Istrouma High School,https://en.wikipedia.org/wiki/Istrouma_High_School,13803901,"High schools in Baton Rouge, Louisiana"
Liberty Magnet High School,https://en.wikipedia.org/wiki/Liberty_Magnet_High_School,50542165,"High schools in Baton Rouge, Louisiana"
McKinley High School (Louisiana),https://en.wikipedia.org/wiki/McKinley_High_School_(Louisiana),2154267,"High schools in Baton Rouge, Louisiana"
Mentorship Academy of Digital Arts,https://en.wikipedia.org/wiki/Mentorship_Academy_of_Digital_Arts,54110284,"High schools in Baton Rouge, Louisiana"
Scotlandville Magnet High School,https://en.wikipedia.org/wiki/Scotlandville_Magnet_High_School,8941367,"High schools in Baton Rouge, Louisiana"
Tara High School,https://en.wikipedia.org/wiki/Tara_High_School,15405336,"High schools in Baton Rouge, Louisiana"
Abraham Lincoln High School (Minnesota),https://en.wikipedia.org/wiki/Abraham_Lincoln_High_School_(Minnesota),22021290,"High schools in Bloomington, Minnesota"
Bloomington Kennedy High School,https://en.wikipedia.org/wiki/Bloomington_Kennedy_High_School,1937664,"High schools in Bloomington, Minnesota"
"Jefferson High School (Bloomington, Minnesota)","https://en.wikipedia.org/wiki/Jefferson_High_School_(Bloomington,_Minnesota)",4877982,"High schools in Bloomington, Minnesota"
Mindquest,https://en.wikipedia.org/wiki/Mindquest,29905927,"High schools in Bloomington, Minnesota"
United Christian Academy,https://en.wikipedia.org/wiki/United_Christian_Academy,9589641,"High schools in Bloomington, Minnesota"
Boise High School,https://en.wikipedia.org/wiki/Boise_High_School,3764884,"High schools in Boise, Idaho"
Borah High School,https://en.wikipedia.org/wiki/Borah_High_School,1791537,"High schools in Boise, Idaho"
"Capital High School (Boise, Idaho)","https://en.wikipedia.org/wiki/Capital_High_School_(Boise,_Idaho)",3765004,"High schools in Boise, Idaho"
Centennial High School (Idaho),https://en.wikipedia.org/wiki/Centennial_High_School_(Idaho),2859607,"High schools in Boise, Idaho"
"Timberline High School (Boise, Idaho)","https://en.wikipedia.org/wiki/Timberline_High_School_(Boise,_Idaho)",3765716,"High schools in Boise, Idaho"
Treasure Valley Mathematics and Science Center,https://en.wikipedia.org/wiki/Treasure_Valley_Mathematics_and_Science_Center,36086888,"High schools in Boise, Idaho"
Academy of the Pacific Rim Charter Public School,https://en.wikipedia.org/wiki/Academy_of_the_Pacific_Rim_Charter_Public_School,38844539,High schools in Boston
Another Course to College,https://en.wikipedia.org/wiki/Another_Course_to_College,56354095,High schools in Boston
Boston Arts Academy,https://en.wikipedia.org/wiki/Boston_Arts_Academy,9338242,High schools in Boston
Boston Latin School,https://en.wikipedia.org/wiki/Boston_Latin_School,515853,High schools in Boston
Boston Trade High School for Boys,https://en.wikipedia.org/wiki/Boston_Trade_High_School_for_Boys,41622785,High schools in Boston
Boston University Academy,https://en.wikipedia.org/wiki/Boston_University_Academy,2019211,High schools in Boston
Cathedral High School (Boston),https://en.wikipedia.org/wiki/Cathedral_High_School_(Boston),9786565,High schools in Boston
Charlestown High School,https://en.wikipedia.org/wiki/Charlestown_High_School,1830266,High schools in Boston
Commonwealth School,https://en.wikipedia.org/wiki/Commonwealth_School,1447136,High schools in Boston
Cristo Rey Boston High School,https://en.wikipedia.org/wiki/Cristo_Rey_Boston_High_School,11273347,High schools in Boston
Dixwell School,https://en.wikipedia.org/wiki/Dixwell_School,81467232,High schools in Boston
Dorchester High School (Massachusetts),https://en.wikipedia.org/wiki/Dorchester_High_School_(Massachusetts),41651223,High schools in Boston
Dorchester High School for Girls,https://en.wikipedia.org/wiki/Dorchester_High_School_for_Girls,56381109,High schools in Boston
East Boston High School,https://en.wikipedia.org/wiki/East_Boston_High_School,22431871,High schools in Boston
Edward M. Kennedy Academy for Health Careers,https://en.wikipedia.org/wiki/Edward_M._Kennedy_Academy_for_Health_Careers,11242160,High schools in Boston
The Engineering School,https://en.wikipedia.org/wiki/The_Engineering_School,41651142,High schools in Boston
The English High School,https://en.wikipedia.org/wiki/The_English_High_School,954651,High schools in Boston
German International School Boston,https://en.wikipedia.org/wiki/German_International_School_Boston,45088523,High schools in Boston
Hyde Park High School (Massachusetts),https://en.wikipedia.org/wiki/Hyde_Park_High_School_(Massachusetts),22226774,High schools in Boston
Jamaica Plain High School,https://en.wikipedia.org/wiki/Jamaica_Plain_High_School,65791598,High schools in Boston
Madison Park Technical Vocational High School,https://en.wikipedia.org/wiki/Madison_Park_Technical_Vocational_High_School,42252075,High schools in Boston
Horace Mann School for the Deaf and Hard of Hearing,https://en.wikipedia.org/wiki/Horace_Mann_School_for_the_Deaf_and_Hard_of_Hearing,4347812,High schools in Boston
John D. O'Bryant School of Mathematics & Science,https://en.wikipedia.org/wiki/John_D._O'Bryant_School_of_Mathematics_&_Science,7778206,High schools in Boston
Odyssey High School,https://en.wikipedia.org/wiki/Odyssey_High_School,42319501,High schools in Boston
Roxbury Charter High Public School,https://en.wikipedia.org/wiki/Roxbury_Charter_High_Public_School,2942466,High schools in Boston
Roxbury Memorial High School,https://en.wikipedia.org/wiki/Roxbury_Memorial_High_School,41622577,High schools in Boston
Saint Joseph Preparatory High School,https://en.wikipedia.org/wiki/Saint_Joseph_Preparatory_High_School,9784407,High schools in Boston
Savio Preparatory High School,https://en.wikipedia.org/wiki/Savio_Preparatory_High_School,4258852,High schools in Boston
South Boston High School,https://en.wikipedia.org/wiki/South_Boston_High_School,41952051,High schools in Boston
TechBoston Academy,https://en.wikipedia.org/wiki/TechBoston_Academy,43315825,High schools in Boston
West Roxbury Education Complex,https://en.wikipedia.org/wiki/West_Roxbury_Education_Complex,20160357,High schools in Boston
"Bennett High School (Buffalo, New York)","https://en.wikipedia.org/wiki/Bennett_High_School_(Buffalo,_New_York)",3078869,"High schools in Buffalo, New York"
Buffalo Academy for Visual and Performing Arts,https://en.wikipedia.org/wiki/Buffalo_Academy_for_Visual_and_Performing_Arts,2835323,"High schools in Buffalo, New York"
Buffalo Alternative High School,https://en.wikipedia.org/wiki/Buffalo_Alternative_High_School,35827748,"High schools in Buffalo, New York"
Buffalo School of Culinary Arts & Hospitality Management,https://en.wikipedia.org/wiki/Buffalo_School_of_Culinary_Arts_&_Hospitality_Management,79903713,"High schools in Buffalo, New York"
Burgard Vocational High School,https://en.wikipedia.org/wiki/Burgard_Vocational_High_School,26427358,"High schools in Buffalo, New York"
City Honors School,https://en.wikipedia.org/wiki/City_Honors_School,4986028,"High schools in Buffalo, New York"
East Community High School,https://en.wikipedia.org/wiki/East_Community_High_School,53462679,"High schools in Buffalo, New York"
"East High School (Buffalo, New York)","https://en.wikipedia.org/wiki/East_High_School_(Buffalo,_New_York)",33863247,"High schools in Buffalo, New York"
Fosdick-Masten Park High School,https://en.wikipedia.org/wiki/Fosdick-Masten_Park_High_School,23773031,"High schools in Buffalo, New York"
"Grover Cleveland High School (Buffalo, New York)","https://en.wikipedia.org/wiki/Grover_Cleveland_High_School_(Buffalo,_New_York)",33856414,"High schools in Buffalo, New York"
Hutchinson Central Technical High School,https://en.wikipedia.org/wiki/Hutchinson_Central_Technical_High_School,3914995,"High schools in Buffalo, New York"
"Kensington High School (Buffalo, New York)","https://en.wikipedia.org/wiki/Kensington_High_School_(Buffalo,_New_York)",33845772,"High schools in Buffalo, New York"
"Lafayette High School (Buffalo, New York)","https://en.wikipedia.org/wiki/Lafayette_High_School_(Buffalo,_New_York)",3191063,"High schools in Buffalo, New York"
Lafayette International High School,https://en.wikipedia.org/wiki/Lafayette_International_High_School,55201251,"High schools in Buffalo, New York"
"Leonardo da Vinci High School (Buffalo, New York)","https://en.wikipedia.org/wiki/Leonardo_da_Vinci_High_School_(Buffalo,_New_York)",9513198,"High schools in Buffalo, New York"
Lewis J. Bennett School of Innovative Technology,https://en.wikipedia.org/wiki/Lewis_J._Bennett_School_of_Innovative_Technology,51924547,"High schools in Buffalo, New York"
McKinley Vocational High School,https://en.wikipedia.org/wiki/McKinley_Vocational_High_School,23178517,"High schools in Buffalo, New York"
Riverside Institute of Technology,https://en.wikipedia.org/wiki/Riverside_Institute_of_Technology,29076084,"High schools in Buffalo, New York"
Seneca Vocational High School,https://en.wikipedia.org/wiki/Seneca_Vocational_High_School,33857468,"High schools in Buffalo, New York"
"South Park High School (Buffalo, New York)","https://en.wikipedia.org/wiki/South_Park_High_School_(Buffalo,_New_York)",33847904,"High schools in Buffalo, New York"
The International Preparatory School,https://en.wikipedia.org/wiki/The_International_Preparatory_School,34337978,"High schools in Buffalo, New York"
Brimm Medical Arts High School,https://en.wikipedia.org/wiki/Brimm_Medical_Arts_High_School,11651264,"High schools in Camden, New Jersey"
Camden Academy Charter High School,https://en.wikipedia.org/wiki/Camden_Academy_Charter_High_School,37899199,"High schools in Camden, New Jersey"
Camden Big Picture Learning Academy,https://en.wikipedia.org/wiki/Camden_Big_Picture_Learning_Academy,35625526,"High schools in Camden, New Jersey"
Camden High School (New Jersey),https://en.wikipedia.org/wiki/Camden_High_School_(New_Jersey),12442763,"High schools in Camden, New Jersey"
Creative Arts Academy,https://en.wikipedia.org/wiki/Creative_Arts_Academy,10411109,"High schools in Camden, New Jersey"
"Eastside High School (Camden, New Jersey)","https://en.wikipedia.org/wiki/Eastside_High_School_(Camden,_New_Jersey)",11885264,"High schools in Camden, New Jersey"
"St. Joseph's High School (Camden, New Jersey)","https://en.wikipedia.org/wiki/St._Joseph's_High_School_(Camden,_New_Jersey)",5559690,"High schools in Camden, New Jersey"
Aspen Valley High School,https://en.wikipedia.org/wiki/Aspen_Valley_High_School,16913747,"High schools in Colorado Springs, Colorado"
Atlas Schools,https://en.wikipedia.org/wiki/Atlas_Schools,49879374,"High schools in Colorado Springs, Colorado"
Cheyenne Mountain High School,https://en.wikipedia.org/wiki/Cheyenne_Mountain_High_School,8504837,"High schools in Colorado Springs, Colorado"
CIVA Charter High School,https://en.wikipedia.org/wiki/CIVA_Charter_High_School,47045929,"High schools in Colorado Springs, Colorado"
Colorado Springs School of Technology,https://en.wikipedia.org/wiki/Colorado_Springs_School_of_Technology,80536287,"High schools in Colorado Springs, Colorado"
Coronado High School (Colorado),https://en.wikipedia.org/wiki/Coronado_High_School_(Colorado),8442122,"High schools in Colorado Springs, Colorado"
Doherty High School,https://en.wikipedia.org/wiki/Doherty_High_School,8442154,"High schools in Colorado Springs, Colorado"
Harrison High School (Colorado),https://en.wikipedia.org/wiki/Harrison_High_School_(Colorado),9825956,"High schools in Colorado Springs, Colorado"
James Irwin Charter Schools,https://en.wikipedia.org/wiki/James_Irwin_Charter_Schools,41283616,"High schools in Colorado Springs, Colorado"
Liberty High School (Colorado),https://en.wikipedia.org/wiki/Liberty_High_School_(Colorado),2148885,"High schools in Colorado Springs, Colorado"
Mesa Ridge High School,https://en.wikipedia.org/wiki/Mesa_Ridge_High_School,6436448,"High schools in Colorado Springs, Colorado"
Mitchell High School (Colorado),https://en.wikipedia.org/wiki/Mitchell_High_School_(Colorado),8442075,"High schools in Colorado Springs, Colorado"
Pine Creek High School,https://en.wikipedia.org/wiki/Pine_Creek_High_School,9732197,"High schools in Colorado Springs, Colorado"
St. Mary's High School (Colorado),https://en.wikipedia.org/wiki/St._Mary's_High_School_(Colorado),10810549,"High schools in Colorado Springs, Colorado"
Sierra High School (Colorado),https://en.wikipedia.org/wiki/Sierra_High_School_(Colorado),48375252,"High schools in Colorado Springs, Colorado"
The Classical Academy (Colorado),https://en.wikipedia.org/wiki/The_Classical_Academy_(Colorado),23493520,"High schools in Colorado Springs, Colorado"
The Vanguard School (Colorado),https://en.wikipedia.org/wiki/The_Vanguard_School_(Colorado),7138435,"High schools in Colorado Springs, Colorado"
Vista Ridge High School (Colorado),https://en.wikipedia.org/wiki/Vista_Ridge_High_School_(Colorado),35009961,"High schools in Colorado Springs, Colorado"
Wasson High School,https://en.wikipedia.org/wiki/Wasson_High_School,8442021,"High schools in Colorado Springs, Colorado"
Battle High School,https://en.wikipedia.org/wiki/Battle_High_School,34929616,"High schools in Columbia, Missouri"
Hickman High School,https://en.wikipedia.org/wiki/Hickman_High_School,613449,"High schools in Columbia, Missouri"
Rock Bridge High School,https://en.wikipedia.org/wiki/Rock_Bridge_High_School,26082,"High schools in Columbia, Missouri"
Tolton High School,https://en.wikipedia.org/wiki/Tolton_High_School,24564723,"High schools in Columbia, Missouri"
Baker High School (Georgia),https://en.wikipedia.org/wiki/Baker_High_School_(Georgia),33357397,"High schools in Columbus, Georgia"
Brookstone School,https://en.wikipedia.org/wiki/Brookstone_School,29252425,"High schools in Columbus, Georgia"
"Columbus High School (Columbus, Georgia)","https://en.wikipedia.org/wiki/Columbus_High_School_(Columbus,_Georgia)",4961253,"High schools in Columbus, Georgia"
Hardaway High School,https://en.wikipedia.org/wiki/Hardaway_High_School,6770398,"High schools in Columbus, Georgia"
"Northside High School (Columbus, Georgia)","https://en.wikipedia.org/wiki/Northside_High_School_(Columbus,_Georgia)",11343387,"High schools in Columbus, Georgia"
"Pacelli High School (Columbus, Georgia)","https://en.wikipedia.org/wiki/Pacelli_High_School_(Columbus,_Georgia)",25968664,"High schools in Columbus, Georgia"
Shaw High School (Georgia),https://en.wikipedia.org/wiki/Shaw_High_School_(Georgia),27854807,"High schools in Columbus, Georgia"
William Henry Spencer High School,https://en.wikipedia.org/wiki/William_Henry_Spencer_High_School,13020724,"High schools in Columbus, Georgia"
Allegany High School,https://en.wikipedia.org/wiki/Allegany_High_School,2860263,High schools in the Cumberland micropolitan area
Bedford High School (Pennsylvania),https://en.wikipedia.org/wiki/Bedford_High_School_(Pennsylvania),11513586,High schools in the Cumberland micropolitan area
Fort Hill High School,https://en.wikipedia.org/wiki/Fort_Hill_High_School,5461471,High schools in the Cumberland micropolitan area
Frankfort High School (West Virginia),https://en.wikipedia.org/wiki/Frankfort_High_School_(West_Virginia),9278560,High schools in the Cumberland micropolitan area
