Title,Page ID,URL,State,City,County,Extracted State,School Type,Direct Parent Category
"Crawford High School (Crawford, Texas)",27350230,"https://en.wikipedia.org/wiki/Crawford_High_School_(Crawford,_Texas)","Texas","Crawford, Texas","","Texas","public","Public high schools in Texas"
"Creekview High School (Texas)",3223203,"https://en.wikipedia.org/wiki/Creekview_High_School_(Texas)","Texas","Carrollton, Texas","","Texas","public","Public high schools in Texas"
"Crockett High School (Austin, Texas)",23545794,"https://en.wikipedia.org/wiki/Crockett_High_School_(Austin,_Texas)","Texas","Austin, TX 78745","","Texas","unknown","High schools in Austin, Texas"
"Crockett High School (Crockett, Texas)",41445407,"https://en.wikipedia.org/wiki/Crockett_High_School_(Crockett,_Texas)","Texas","Crockett, Texas","","Texas","public","Public high schools in Texas"
"Crosby High School (Texas)",15538061,"https://en.wikipedia.org/wiki/Crosby_High_School_(Texas)","Texas","Crosby","Harris","Texas","public","Public high schools in Harris County, Texas"
"Crosbyton High School",51956314,"https://en.wikipedia.org/wiki/Crosbyton_High_School","Texas","Crosbyton, Texas","","Texas","public","Public high schools in Texas"
"Cross Classical Academy",35759218,"https://en.wikipedia.org/wiki/Cross_Classical_Academy","Texas","","","Texas","private","Christian schools in Texas"
"Cross Plains High School (Texas)",41211683,"https://en.wikipedia.org/wiki/Cross_Plains_High_School_(Texas)","Texas","Cross Plains, Texas","","Texas","public","Public high schools in Texas"
"Cross Roads High School",27573962,"https://en.wikipedia.org/wiki/Cross_Roads_High_School","Texas","Malakoff, Texas","","Texas","public","Public high schools in Texas"
"Crowell High School",34321602,"https://en.wikipedia.org/wiki/Crowell_High_School","Texas","Crowell, Texas","","Texas","public","Public high schools in Texas"
"Crowley High School (Texas)",48935632,"https://en.wikipedia.org/wiki/Crowley_High_School_(Texas)","Texas","1005 W Main St","","76036","public","Public high schools in Texas"
"Crystal City High School",54146888,"https://en.wikipedia.org/wiki/Crystal_City_High_School","Texas","Crystal City, Texas","Zavala County, Texas","Texas","public","Public high schools in Texas"
"Cuero High School",13521016,"https://en.wikipedia.org/wiki/Cuero_High_School","Texas","Cuero, Texas","","Texas","public","Public high schools in Texas"
"Culinary Institute Lenôtre",56271479,"https://en.wikipedia.org/wiki/Culinary_Institute_Len%C3%B4tre","Texas","Houston","","Texas","unknown","Schools in Houston"
"Cumby High School",42493522,"https://en.wikipedia.org/wiki/Cumby_High_School","Texas","Cumby, Texas","","Texas","public","Public high schools in Texas"
"Cypress Christian School",28421342,"https://en.wikipedia.org/wiki/Cypress_Christian_School","Texas","Cypress","Harris County","Texas","private","Private K–12 schools in Harris County, Texas"
"Daingerfield High School",34532231,"https://en.wikipedia.org/wiki/Daingerfield_High_School","Texas","Daingerfield, Texas","","Texas","public","Public high schools in Texas"
"Dalhart High School",10044835,"https://en.wikipedia.org/wiki/Dalhart_High_School","Texas","Dalhart, Texas","","Texas","public","Public high schools in Texas"
"Dallas Christian School",7801822,"https://en.wikipedia.org/wiki/Dallas_Christian_School","Texas","Mesquite, Texas","","Texas","private","Preparatory schools in Texas"
"Dallas High School (Texas)",43438656,"https://en.wikipedia.org/wiki/Dallas_High_School_(Texas)","Texas","Dallas","","Texas","unknown","Former high schools in Texas"
"Dallas International School",33949505,"https://en.wikipedia.org/wiki/Dallas_International_School","Texas","EC2-4th Grade Campus6039 Churchill WayDallas","","Texas 75252","private","Private K–12 schools in Dallas"
"Danbury High School (Texas)",16704308,"https://en.wikipedia.org/wiki/Danbury_High_School_(Texas)","Texas","Danbury, Texas","","Texas","public","Public high schools in Texas"
"Darrouzett High School",33854277,"https://en.wikipedia.org/wiki/Darrouzett_High_School","Texas","Darrouzett, Texas","","Texas","public","Public high schools in Texas"
"Davenport High School (Texas)",75233632,"https://en.wikipedia.org/wiki/Davenport_High_School_(Texas)","Texas","New Braunfels, Texas","","Texas","public","Public high schools in Texas"
"David W. Carter High School",11701842,"https://en.wikipedia.org/wiki/David_W._Carter_High_School","Texas","Dallas, Texas","","Texas","unknown","High schools in Dallas"
"Dawson High School (Welch, Texas)",41460930,"https://en.wikipedia.org/wiki/Dawson_High_School_(Welch,_Texas)","Texas","Welch, Texas","","Texas","public","Public high schools in Texas"
"Dawson Junior/Senior High School",57089481,"https://en.wikipedia.org/wiki/Dawson_Junior/Senior_High_School","Texas","Dawson, Texas","","Texas","public","Public high schools in Texas"
"Dayton High School (Texas)",16100738,"https://en.wikipedia.org/wiki/Dayton_High_School_(Texas)","Texas","Dayton","Liberty","Texas","public","Public high schools in Texas"
"De Leon High School (Texas)",48113414,"https://en.wikipedia.org/wiki/De_Leon_High_School_(Texas)","Texas","De Leon, Texas","","Texas","public","Public high schools in Texas"
"DeBakey High School for Health Professions",3144283,"https://en.wikipedia.org/wiki/DeBakey_High_School_for_Health_Professions","Texas","2545 Pressler Street","","Texas","public","Public high schools in Houston"
"DeKalb High School (Texas)",38821180,"https://en.wikipedia.org/wiki/DeKalb_High_School_(Texas)","Texas","DeKalb, Texas","Bowie County, Texas","Texas","public","Public high schools in Texas"
"DeSoto High School (Texas)",6450069,"https://en.wikipedia.org/wiki/DeSoto_High_School_(Texas)","Texas","DeSoto, Texas","Dallas","Texas","public","Public high schools in Dallas County, Texas"
"DeSoto High School Freshman Campus",6428937,"https://en.wikipedia.org/wiki/DeSoto_High_School_Freshman_Campus","Texas","DeSoto, Texas","Dallas County","Texas","public","Public high schools in Dallas County, Texas"
"DeVry Advantage Academy (Texas)",33931736,"https://en.wikipedia.org/wiki/DeVry_Advantage_Academy_(Texas)","Texas","Houston","","","unknown","Former high schools in Houston"
"Decatur High School (Texas)",34395112,"https://en.wikipedia.org/wiki/Decatur_High_School_(Texas)","Texas","Decatur, Texas","","Texas","public","Public high schools in Texas"
"Deer Park High School (Texas)",19736888,"https://en.wikipedia.org/wiki/Deer_Park_High_School_(Texas)","Texas","714 W. San AugustineDeer Park","Harris County","TX 77536 North","public","Public high schools in Harris County, Texas"
"Del Valle High School (El Paso, Texas)",20130986,"https://en.wikipedia.org/wiki/Del_Valle_High_School_(El_Paso,_Texas)","Texas","950 Bordeaux DriveEl Paso","","expanded","unknown","High schools in El Paso, Texas"
"Del Valle High School (Travis County, Texas)",23471561,"https://en.wikipedia.org/wiki/Del_Valle_High_School_(Travis_County,_Texas)","Texas","Del Valle, Texas","Travis County","Texas","public","Public high schools in Travis County, Texas"
"Denison High School",15804416,"https://en.wikipedia.org/wiki/Denison_High_School","Texas","Denison, Texas","","Texas","public","Public high schools in Texas"
"Denton Calvary Academy",24495443,"https://en.wikipedia.org/wiki/Denton_Calvary_Academy","Texas","","","Texas","private","Private K–12 schools in Texas"
"Denton High School",12019493,"https://en.wikipedia.org/wiki/Denton_High_School","Texas","Denton, Texas","","Texas","unknown","International Baccalaureate schools in Texas"
"Denver City High School (Texas)",23845451,"https://en.wikipedia.org/wiki/Denver_City_High_School_(Texas)","Texas","Denver City, Texas","","Texas","public","Public high schools in Texas"
"Design and Technology Academy",6791074,"https://en.wikipedia.org/wiki/Design_and_Technology_Academy","Texas","San Antonio, Texas","","Texas","unknown","Texas high school stubs"
"Detroit High School (Texas)",34244881,"https://en.wikipedia.org/wiki/Detroit_High_School_(Texas)","Texas","Detroit, Texas","","Texas","public","Public high schools in Texas"
"Devine High School",36201478,"https://en.wikipedia.org/wiki/Devine_High_School","Texas","Devine, Texas","","Texas","public","Public high schools in Texas"
"Diamond Hill-Jarvis High School",5108237,"https://en.wikipedia.org/wiki/Diamond_Hill-Jarvis_High_School","Texas","Fort Worth","","TX","public","Public high schools in Fort Worth, Texas"
"Diboll High School",27536058,"https://en.wikipedia.org/wiki/Diboll_High_School","Texas","Diboll, Texas","Angelina County, Texas","Texas","public","Public high schools in Texas"
"Dickinson High School (Texas)",30553502,"https://en.wikipedia.org/wiki/Dickinson_High_School_(Texas)","Texas","Dickinson, Texas","","Texas","public","Public high schools in Texas"
"Dilley High School",13232140,"https://en.wikipedia.org/wiki/Dilley_High_School","Texas","Dilley, Texas","","Texas","public","Public high schools in Texas"
"Dime Box High School",34396965,"https://en.wikipedia.org/wiki/Dime_Box_High_School","Texas","Dime Box, Texas","","Texas","public","Public high schools in Texas"
"Dimmitt High School",41462653,"https://en.wikipedia.org/wiki/Dimmitt_High_School","Texas","Dimmitt, Texas","","Texas","public","Public high schools in Texas"
"Dobie High School",7956391,"https://en.wikipedia.org/wiki/Dobie_High_School","Texas","Houston","","Texas","public","Public high schools in Houston"
"Dodd City High School",34397271,"https://en.wikipedia.org/wiki/Dodd_City_High_School","Texas","Dodd City, Texas","","Texas","public","Public high schools in Texas"
"Donna High School",30296571,"https://en.wikipedia.org/wiki/Donna_High_School","Texas","Donna, Texas","","Texas","public","Public high schools in Texas"
"Donna North High School",54503267,"https://en.wikipedia.org/wiki/Donna_North_High_School","Texas","Donna, Texas","Hidalgo County, Texas","Texas","public","Public high schools in Texas"
"Douglas MacArthur High School (San Antonio)",8358292,"https://en.wikipedia.org/wiki/Douglas_MacArthur_High_School_(San_Antonio)","Texas","San Antonio, Texas","","Texas","public","Public high schools in Texas"
"Dr. Dennis D. Cantu Health Science Magnet School",31996335,"https://en.wikipedia.org/wiki/Dr._Dennis_D._Cantu_Health_Science_Magnet_School","Texas","Laredo, Texas","","Texas","unknown","High schools in Laredo, Texas"
"Dr. Wright L. Lassiter Jr. Early College High School",48807742,"https://en.wikipedia.org/wiki/Dr._Wright_L._Lassiter_Jr._Early_College_High_School","Texas","Dallas, Texas","","Texas","unknown","Texas high school stubs"
"Dripping Springs High School",27850492,"https://en.wikipedia.org/wiki/Dripping_Springs_High_School","Texas","Dripping Springs, Texas","","Texas","unknown","High schools in Central Texas"
"Dublin High School (Texas)",34420503,"https://en.wikipedia.org/wiki/Dublin_High_School_(Texas)","Texas","Dublin, Texas","","Texas","public","Public high schools in Texas"
"Duchesne Academy of the Sacred Heart (Texas)",6434848,"https://en.wikipedia.org/wiki/Duchesne_Academy_of_the_Sacred_Heart_(Texas)","Texas","Houston, Texas","Harris County, Texas","Texas","private","Catholic secondary schools in Texas"
