Title,Page ID,URL,State,City,County,Extracted State,School Type,Direct Parent Category
"South Side Baptist School",29954618,"https://en.wikipedia.org/wiki/South_Side_Baptist_School","Illinois","Oak Lawn, Illinois","Cook County","Illinois","private","Private high schools in Cook County, Illinois"
"Southeastern High School (Illinois)",10375341,"https://en.wikipedia.org/wiki/Southeastern_High_School_(Illinois)","Illinois","Augusta","","Illinois","public","Public high schools in Illinois"
"Southland College Preparatory Charter High School",41194543,"https://en.wikipedia.org/wiki/Southland_College_Preparatory_Charter_High_School","Illinois","4601 Sauk TrailRichton Park","","Illinois","private","Preparatory schools in Illinois"
"Southwestern High School (Piasa, Illinois)",45520027,"https://en.wikipedia.org/wiki/Southwestern_High_School_(Piasa,_Illinois)","Illinois","Piasa, Illinois","","Illinois","public","Public high schools in Illinois"
"Spoon River Valley High School",9683757,"https://en.wikipedia.org/wiki/Spoon_River_Valley_High_School","Illinois","London Mills, Illinois","Fulton County, Illinois","Illinois","public","Public high schools in Illinois"
"Springfield High School (Illinois)",7855517,"https://en.wikipedia.org/wiki/Springfield_High_School_(Illinois)","Illinois","Springfield, Illinois","","Illinois","public","Public high schools in Illinois"
"Springfield Southeast High School",10095797,"https://en.wikipedia.org/wiki/Springfield_Southeast_High_School","Illinois","Springfield, Illinois","","Illinois","public","Public high schools in Illinois"
"St. Anne Community High School",44655139,"https://en.wikipedia.org/wiki/St._Anne_Community_High_School","Illinois","Saint Anne, Illinois","","Illinois","public","Public high schools in Illinois"
"St. Anthony High School (Illinois)",11339176,"https://en.wikipedia.org/wiki/St._Anthony_High_School_(Illinois)","Illinois","Effingham","","Illinois","private","Catholic secondary schools in Illinois"
"St. Bede Academy",4585397,"https://en.wikipedia.org/wiki/St._Bede_Academy","Illinois","Peru, Illinois","","Illinois","private","Catholic secondary schools in Illinois"
"St. Benedict High School (Chicago, Illinois)",11341672,"https://en.wikipedia.org/wiki/St._Benedict_High_School_(Chicago,_Illinois)","Illinois","Chicago","","Illinois","private","Catholic secondary schools in Illinois"
"St. Charles East High School",3754944,"https://en.wikipedia.org/wiki/St._Charles_East_High_School","Illinois","St. Charles, Illinois","","Illinois","public","Public high schools in Illinois"
"St. Charles North High School",5308745,"https://en.wikipedia.org/wiki/St._Charles_North_High_School","Illinois","255 Red Gate RoadSt. Charles, Illinois","","Illinois","public","Public high schools in Illinois"
"St. Edward Central Catholic High School (Elgin, Illinois)",11295794,"https://en.wikipedia.org/wiki/St._Edward_Central_Catholic_High_School_(Elgin,_Illinois)","Illinois","Elgin, Illinois","","Illinois","private","Private high schools in Illinois"
"St. Francis High School (Wheaton, Illinois)",2980845,"https://en.wikipedia.org/wiki/St._Francis_High_School_(Wheaton,_Illinois)","Illinois","Wheaton, Illinois","","Illinois","private","Catholic secondary schools in Illinois"
"St. Francis de Sales High School (Chicago, Illinois)",11342628,"https://en.wikipedia.org/wiki/St._Francis_de_Sales_High_School_(Chicago,_Illinois)","Illinois","Chicago","","Illinois","private","Catholic secondary schools in Illinois"
"St. Gregory Episcopal School (Chicago)",13077869,"https://en.wikipedia.org/wiki/St._Gregory_Episcopal_School_(Chicago)","Illinois","Chicago","","","private","Private schools in Chicago"
"St. Gregory the Great High School",11341778,"https://en.wikipedia.org/wiki/St._Gregory_the_Great_High_School","Illinois","Chicago","","Illinois","private","Private high schools in Chicago"
"St. Joseph High School (Westchester, Illinois)",5561576,"https://en.wikipedia.org/wiki/St._Joseph_High_School_(Westchester,_Illinois)","Illinois","Westchester, Illinois","Cook County","Illinois","private","Private high schools in Cook County, Illinois"
"St. Jude Catholic School (Peoria, Illinois)",26252285,"https://en.wikipedia.org/wiki/St._Jude_Catholic_School_(Peoria,_Illinois)","Illinois","","Peoria County","Illinois","public","Schools in Peoria County, Illinois"
"St. Laurence High School",7006416,"https://en.wikipedia.org/wiki/St._Laurence_High_School","Illinois","Burbank, Illinois","Cook County, Illinois","Illinois","private","Private high schools in Cook County, Illinois"
"St. Mary's School (Knoxville, Illinois)",74941861,"https://en.wikipedia.org/wiki/St._Mary%27s_School_(Knoxville,_Illinois)","Illinois","Knoxville","","U.S.","unknown","Girls' schools in Illinois"
"St. Matthew Evangelical Lutheran School",34332060,"https://en.wikipedia.org/wiki/St._Matthew_Evangelical_Lutheran_School","Illinois","2101-2107 W. 21st St.","","Illinois","private","Private schools in Chicago"
"St. Patrick High School (Chicago)",5876759,"https://en.wikipedia.org/wiki/St._Patrick_High_School_(Chicago)","Illinois","Chicago","","Illinois","private","Catholic secondary schools in Illinois"
"St. Rita of Cascia High School",24558469,"https://en.wikipedia.org/wiki/St._Rita_of_Cascia_High_School","Illinois","Chicago","","Illinois","private","Catholic secondary schools in Illinois"
"St. Sava Academy",40866708,"https://en.wikipedia.org/wiki/St._Sava_Academy","Illinois","Chicago","","United States","unknown","Illinois school stubs"
"St. Teresa High School (Decatur, Illinois)",11339226,"https://en.wikipedia.org/wiki/St._Teresa_High_School_(Decatur,_Illinois)","Illinois","Decatur, Illinois","","Illinois","private","Catholic secondary schools in Illinois"
"St. Therese Chinese Catholic School",78505857,"https://en.wikipedia.org/wiki/St._Therese_Chinese_Catholic_School","Illinois","Chicago","","Illinois","private","Catholic schools in Illinois"
"St. Thomas Catholic High School for Boys",65429510,"https://en.wikipedia.org/wiki/St._Thomas_Catholic_High_School_for_Boys","Illinois","921 W. State St.","","Illinois","unknown","High schools in Rockford, Illinois"
"St. Thomas More High School (Champaign, Illinois)",11296567,"https://en.wikipedia.org/wiki/St._Thomas_More_High_School_(Champaign,_Illinois)","Illinois","Champaign, Illinois","","Illinois","private","Catholic secondary schools in Illinois"
"St. Viator High School",3794187,"https://en.wikipedia.org/wiki/St._Viator_High_School","Illinois","Arlington Heights, Illinois","Cook County","Illinois","private","Private high schools in Cook County, Illinois"
"Stark County High School",26028072,"https://en.wikipedia.org/wiki/Stark_County_High_School","Illinois","418 S. Franklin StreetToulon, Illinois","","Illinois","public","Public high schools in Illinois"
"Stephen Decatur High School (Decatur, Illinois)",12124938,"https://en.wikipedia.org/wiki/Stephen_Decatur_High_School_(Decatur,_Illinois)","Illinois","Decatur","Macon County","US","public","Schools in Macon County, Illinois"
"Sterling High School (Illinois)",23755021,"https://en.wikipedia.org/wiki/Sterling_High_School_(Illinois)","Illinois","Sterling, Illinois","","Illinois","public","Public high schools in Illinois"
"Stevenson High School (Lincolnshire, Illinois)",1247554,"https://en.wikipedia.org/wiki/Stevenson_High_School_(Lincolnshire,_Illinois)","Illinois","Lincolnshire, Illinois","Lake County","Illinois","public","Schools in Lake County, Illinois"
"Stewardson-Strasburg High School",10940446,"https://en.wikipedia.org/wiki/Stewardson-Strasburg_High_School","Illinois","Strasburg, Illinois","Shelby County","Illinois U.S. state","public","Public high schools in Illinois"
"Stockton High School (Illinois)",26402679,"https://en.wikipedia.org/wiki/Stockton_High_School_(Illinois)","Illinois","Stockton, Illinois","","Illinois","public","Public high schools in Illinois"
"Streamwood High School",5821940,"https://en.wikipedia.org/wiki/Streamwood_High_School","Illinois","Streamwood, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"Streator Township High School",27326509,"https://en.wikipedia.org/wiki/Streator_Township_High_School","Illinois","Streator, Illinois","","Illinois","public","Public high schools in Illinois"
"Sullivan High School (Chicago)",9279957,"https://en.wikipedia.org/wiki/Sullivan_High_School_(Chicago)","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"Sullivan High School (Sullivan, Illinois)",59511913,"https://en.wikipedia.org/wiki/Sullivan_High_School_(Sullivan,_Illinois)","Illinois","Sullivan, Illinois","Moultrie County, Illinois","Illinois","public","Public high schools in Illinois"
"Sycamore High School (Sycamore, Illinois)",6493123,"https://en.wikipedia.org/wiki/Sycamore_High_School_(Sycamore,_Illinois)","Illinois","Sycamore, Illinois","","Illinois","public","Public high schools in Illinois"
"Tamms Community High School",70153091,"https://en.wikipedia.org/wiki/Tamms_Community_High_School","Illinois","","","Illinois","public","Public high schools in Illinois"
"Taylorville High School",22795006,"https://en.wikipedia.org/wiki/Taylorville_High_School","Illinois","Taylorville, Illinois","Christian County, Illinois","Illinois","public","Public high schools in Illinois"
"Teutopolis High School",41962209,"https://en.wikipedia.org/wiki/Teutopolis_High_School","Illinois","Teutopolis","","Illinois","public","Public high schools in Illinois"
"The Catalyst Schools",27116424,"https://en.wikipedia.org/wiki/The_Catalyst_Schools","Illinois","Chicago","","Illinois","charter","Charter schools in Chicago"
"The Curators of Dixon School",57467453,"https://en.wikipedia.org/wiki/The_Curators_of_Dixon_School","Illinois","","","","public","Chicago Public Schools"
"The Einstein Academy (Elgin, Illinois)",17396860,"https://en.wikipedia.org/wiki/The_Einstein_Academy_(Elgin,_Illinois)","Illinois","Elgin","","Illinois","private","Private K–12 schools in Illinois"
"The School Project",49334765,"https://en.wikipedia.org/wiki/The_School_Project","Illinois","","","","public","Chicago Public Schools"
"Theodore Roosevelt High School (Illinois)",25662995,"https://en.wikipedia.org/wiki/Theodore_Roosevelt_High_School_(Illinois)","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"Thomas Jefferson High School (Rockford, Illinois)",5038856,"https://en.wikipedia.org/wiki/Thomas_Jefferson_High_School_(Rockford,_Illinois)","Illinois","Rockford, Illinois","","Illinois","public","Public high schools in Illinois"
"Thornridge High School",20360160,"https://en.wikipedia.org/wiki/Thornridge_High_School","Illinois","Dolton, Illinois","Cook County, IL","Illinois","public","Public high schools in Cook County, Illinois"
"Thornton Fractional North High School",14109141,"https://en.wikipedia.org/wiki/Thornton_Fractional_North_High_School","Illinois","Calumet City, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"Thornton Fractional South High School",3991721,"https://en.wikipedia.org/wiki/Thornton_Fractional_South_High_School","Illinois","Lansing, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"Thornton Township High School",8281959,"https://en.wikipedia.org/wiki/Thornton_Township_High_School","Illinois","Harvey, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"Thornwood High School",13496578,"https://en.wikipedia.org/wiki/Thornwood_High_School","Illinois","South Holland, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"Tilden High School (Chicago)",30887125,"https://en.wikipedia.org/wiki/Tilden_High_School_(Chicago)","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"Timothy Christian School (Illinois)",12646890,"https://en.wikipedia.org/wiki/Timothy_Christian_School_(Illinois)","Illinois","Elmhurst, Illinois","","Illinois","private","Private K–12 schools in Illinois"
"Tinley Park High School",7844174,"https://en.wikipedia.org/wiki/Tinley_Park_High_School","Illinois","Tinley Park, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"Tremont High School",35410489,"https://en.wikipedia.org/wiki/Tremont_High_School","Illinois","Tremont","","Illinois","public","Public high schools in Illinois"
"Triad High School (Illinois)",13283155,"https://en.wikipedia.org/wiki/Triad_High_School_(Illinois)","Illinois","Troy, Illinois","","Illinois 62294","public","Public high schools in Illinois"
"Trinity High School (River Forest, Illinois)",3678244,"https://en.wikipedia.org/wiki/Trinity_High_School_(River_Forest,_Illinois)","Illinois","River Forest, Illinois","Cook County","Illinois","private","Private high schools in Cook County, Illinois"
"Turner School (Rockford, Illinois)",49507896,"https://en.wikipedia.org/wiki/Turner_School_(Rockford,_Illinois)","Illinois","1410 BroadwayRockford","","Illinois","unknown","Schools in Rockford, Illinois"
"Tuscola Community High School",61074263,"https://en.wikipedia.org/wiki/Tuscola_Community_High_School","Illinois","Tuscola, Illinois","","Illinois","public","Public high schools in Illinois"
"UIC College Prep High School",40348515,"https://en.wikipedia.org/wiki/UIC_College_Prep_High_School","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"United Senior High School (Illinois)",8551058,"https://en.wikipedia.org/wiki/United_Senior_High_School_(Illinois)","Illinois","1905 100th StreetMonmouth, Illinois","","Illinois","public","Public high schools in Illinois"
"United Township High School",18436413,"https://en.wikipedia.org/wiki/United_Township_High_School","Illinois","East Moline, Illinois","","Illinois","public","Public high schools in Illinois"
"Unity Christian High School (Fulton)",7963271,"https://en.wikipedia.org/wiki/Unity_Christian_High_School_(Fulton)","Illinois","Fulton, Illinois","","Illinois","private","Private high schools in Illinois"
"Unity High School (Mendon, Illinois)",26311417,"https://en.wikipedia.org/wiki/Unity_High_School_(Mendon,_Illinois)","Illinois","Mendon, Illinois","Adams County, Illinois","Illinois","public","Public high schools in Illinois"
"Unity High School (Tolono, Illinois)",19738576,"https://en.wikipedia.org/wiki/Unity_High_School_(Tolono,_Illinois)","Illinois","Tolono, Illinois","","Illinois","public","Public high schools in Illinois"
"Universal School",9436214,"https://en.wikipedia.org/wiki/Universal_School","Illinois","Bridgeview, Illinois","Cook County","Illinois","private","Private high schools in Cook County, Illinois"
"University High School (Normal, Illinois)",7855202,"https://en.wikipedia.org/wiki/University_High_School_(Normal,_Illinois)","Illinois","Normal","","Illinois","public","Public high schools in Illinois"
"University Laboratory High School (Urbana, Illinois)",30863337,"https://en.wikipedia.org/wiki/University_Laboratory_High_School_(Urbana,_Illinois)","Illinois","Urbana, Illinois","","Illinois","public","Public high schools in Illinois"
"University of Chicago Laboratory Schools",2241181,"https://en.wikipedia.org/wiki/University_of_Chicago_Laboratory_Schools","Illinois","Chicago","","Illinois","private","Private K–12 schools in Illinois"
"Uplift Community High School",37925552,"https://en.wikipedia.org/wiki/Uplift_Community_High_School","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"Urbana High School (Illinois)",14430263,"https://en.wikipedia.org/wiki/Urbana_High_School_(Illinois)","Illinois","Urbana, Illinois","Champaign-Urbana","Illinois","public","Public high schools in Illinois"
"Ursuline Academy (Illinois)",9970429,"https://en.wikipedia.org/wiki/Ursuline_Academy_(Illinois)","Illinois","Springfield, Illinois","","Illinois","unknown","Schools in Springfield, Illinois"
"VIT High School",26130548,"https://en.wikipedia.org/wiki/VIT_High_School","Illinois","Table Grove, Illinois","Fulton County, Illinois","Illinois","public","Public high schools in Illinois"
"Vanguard School (Illinois)",32061834,"https://en.wikipedia.org/wiki/Vanguard_School_(Illinois)","Illinois","Arlington Heights","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"Vaughn Occupational High School",42195714,"https://en.wikipedia.org/wiki/Vaughn_Occupational_High_School","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"Vernon Hills High School",5817096,"https://en.wikipedia.org/wiki/Vernon_Hills_High_School","Illinois","Vernon Hills, Illinois","","Illinois","public","Public high schools in Illinois"
"Victor J. Andrew High School",5902266,"https://en.wikipedia.org/wiki/Victor_J._Andrew_High_School","Illinois","Tinley Park, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"Vienna High School",53234709,"https://en.wikipedia.org/wiki/Vienna_High_School","Illinois","","Johnson County","Illinois","public","Public high schools in Illinois"
"Von Steuben Metropolitan High School",4700912,"https://en.wikipedia.org/wiki/Von_Steuben_Metropolitan_High_School","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"Walter Payton College Preparatory High School",3474860,"https://en.wikipedia.org/wiki/Walter_Payton_College_Preparatory_High_School","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"Walther Christian Academy",26061086,"https://en.wikipedia.org/wiki/Walther_Christian_Academy","Illinois","Melrose Park, Illinois","Cook County","Illinois","private","Private high schools in Cook County, Illinois"
"Warren High School (Warren, Illinois)",26401535,"https://en.wikipedia.org/wiki/Warren_High_School_(Warren,_Illinois)","Illinois","Warren, Illinois","","Illinois","public","Public high schools in Illinois"
"Warren Township High School",3074926,"https://en.wikipedia.org/wiki/Warren_Township_High_School","Illinois","Gurnee, Illinois","Lake County, Illinois","Illinois","public","Public high schools in Illinois"
"Warsaw High School (Illinois)",26311786,"https://en.wikipedia.org/wiki/Warsaw_High_School_(Illinois)","Illinois","Warsaw, Illinois","","Illinois","public","Public high schools in Illinois"
"Washington Community High School",11029654,"https://en.wikipedia.org/wiki/Washington_Community_High_School","Illinois","Washington, Illinois","Tazewell County, Illinois","Illinois","public","Public high schools in Illinois"
"Waterloo High School (Illinois)",13143519,"https://en.wikipedia.org/wiki/Waterloo_High_School_(Illinois)","Illinois","Waterloo, Illinois","","Illinois","public","Public high schools in Illinois"
"Waubonsie Valley High School",1564853,"https://en.wikipedia.org/wiki/Waubonsie_Valley_High_School","Illinois","Aurora, Illinois","","Illinois","public","Public high schools in Illinois"
"Wauconda High School",6427598,"https://en.wikipedia.org/wiki/Wauconda_High_School","Illinois","Wauconda, Illinois","","Illinois","public","Public high schools in Illinois"
"Waukegan High School",6637447,"https://en.wikipedia.org/wiki/Waukegan_High_School","Illinois","Waukegan, Illinois","","Illinois","public","Public high schools in Illinois"
"Weber High School (Chicago)",52634985,"https://en.wikipedia.org/wiki/Weber_High_School_(Chicago)","Illinois","5252 West Palmer","","Chicago Illinois","private","Private high schools in Chicago"
"Wells Community Academy High School",7764677,"https://en.wikipedia.org/wiki/Wells_Community_Academy_High_School","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"Wendell Phillips Academy High School",11293850,"https://en.wikipedia.org/wiki/Wendell_Phillips_Academy_High_School","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"West Aurora High School",10353578,"https://en.wikipedia.org/wiki/West_Aurora_High_School","Illinois","Aurora, Illinois","","Illinois","public","Public high schools in Illinois"
"West Carroll High School",26405859,"https://en.wikipedia.org/wiki/West_Carroll_High_School","Illinois","Mount Carroll, Illinois","Carroll County, Illinois","Illinois","public","Public high schools in Illinois"
"West Central High School (Illinois)",26029112,"https://en.wikipedia.org/wiki/West_Central_High_School_(Illinois)","Illinois","Biggsville, Illinois","","Illinois","public","Public high schools in Illinois"
"West Leyden High School",1400817,"https://en.wikipedia.org/wiki/West_Leyden_High_School","Illinois","Northlake, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"West Prairie High School",26033687,"https://en.wikipedia.org/wiki/West_Prairie_High_School","Illinois","18575 E. 800th StreetSciota, Illinois","","Illinois","public","Public high schools in Illinois"
"West Town Academy",8368323,"https://en.wikipedia.org/wiki/West_Town_Academy","Illinois","Chicago","Cook County","Illinois","public","Public high schools in Chicago"
"Western High School (Illinois)",26312774,"https://en.wikipedia.org/wiki/Western_High_School_(Illinois)","Illinois","Barry, Illinois","Pike County, Illinois","Illinois","public","Public high schools in Illinois"
"Westminster Christian School (Elgin, Illinois)",13134068,"https://en.wikipedia.org/wiki/Westminster_Christian_School_(Elgin,_Illinois)","Illinois","Elgin","","Illinois","private","Private K–12 schools in Illinois"
"Westmont High School (Westmont, Illinois)",6533134,"https://en.wikipedia.org/wiki/Westmont_High_School_(Westmont,_Illinois)","Illinois","909 N. Oakwood Dr.Westmont, Illinois","DuPage County","Illinois","public","Public high schools in Illinois"
"Westville High School (Illinois)",12119509,"https://en.wikipedia.org/wiki/Westville_High_School_(Illinois)","Illinois","Westville, Illinois 61883","","Illinois","public","Public high schools in Illinois"
"Wethersfield High School (Illinois)",25346861,"https://en.wikipedia.org/wiki/Wethersfield_High_School_(Illinois)","Illinois","Kewanee, Illinois","","Illinois","public","Public high schools in Illinois"
"Wheaton Academy",16818356,"https://en.wikipedia.org/wiki/Wheaton_Academy","Illinois","West Chicago, Illinois","","Illinois","private","Private high schools in Illinois"
"Wheaton North High School",3481857,"https://en.wikipedia.org/wiki/Wheaton_North_High_School","Illinois","Wheaton, Illinois","","Illinois","public","Public high schools in Illinois"
"Wheaton Warrenville South High School",3481822,"https://en.wikipedia.org/wiki/Wheaton_Warrenville_South_High_School","Illinois","Wheaton, Illinois","DuPage County, Illinois","Illinois","public","Public high schools in Illinois"
"Wheeling High School",3490005,"https://en.wikipedia.org/wiki/Wheeling_High_School","Illinois","Wheeling, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"Whitney M. Young Magnet High School",15859551,"https://en.wikipedia.org/wiki/Whitney_M._Young_Magnet_High_School","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"William Fremd High School",1258351,"https://en.wikipedia.org/wiki/William_Fremd_High_School","Illinois","Palatine, Illinois","Cook County","Illinois","public","Public high schools in Cook County, Illinois"
"William Howard Taft High School (Chicago)",3577312,"https://en.wikipedia.org/wiki/William_Howard_Taft_High_School_(Chicago)","Illinois","Chicago","","Illinois","public","Public high schools in Chicago"
"Williamsfield High School",26032388,"https://en.wikipedia.org/wiki/Williamsfield_High_School","Illinois","325 Kentucky AvenueWilliamsfield, Illinois","","Illinois","public","Public high schools in Illinois"
"Willowbrook High School",8525219,"https://en.wikipedia.org/wiki/Willowbrook_High_School","Illinois","Villa Park, Illinois","","Illinois","public","Public high schools in Illinois"
"Willows Academy",20211874,"https://en.wikipedia.org/wiki/Willows_Academy","Illinois","Des Plaines, Illinois","Cook County","Illinois","private","Private high schools in Cook County, Illinois"
"Wilmington High School (Illinois)",19498587,"https://en.wikipedia.org/wiki/Wilmington_High_School_(Illinois)","Illinois","209 Wildcat Court Wilmington","","Illinois","public","Public high schools in Illinois"
"Winchester High School (Illinois)",31101568,"https://en.wikipedia.org/wiki/Winchester_High_School_(Illinois)","Illinois","Winchester, Illinois","Scott County, Illinois","Illinois","public","Public high schools in Illinois"
"Winnebago High School",21022313,"https://en.wikipedia.org/wiki/Winnebago_High_School","Illinois","Winnebago, Illinois","","Illinois","public","Public high schools in Illinois"
"Woodland High School (Illinois)",29791290,"https://en.wikipedia.org/wiki/Woodland_High_School_(Illinois)","Illinois","Streator, Illinois","","Illinois","public","Public high schools in Illinois"
"Woodlands Academy of the Sacred Heart",9737440,"https://en.wikipedia.org/wiki/Woodlands_Academy_of_the_Sacred_Heart","Illinois","Lake Forest, Illinois","","Illinois","private","Catholic secondary schools in Illinois"
"Woodstock High School (Illinois)",5064435,"https://en.wikipedia.org/wiki/Woodstock_High_School_(Illinois)","Illinois","Woodstock, Illinois","","Illinois","public","Public high schools in Illinois"
"Woodstock North High School (Illinois)",29220408,"https://en.wikipedia.org/wiki/Woodstock_North_High_School_(Illinois)","Illinois","Woodstock, Illinois","","Illinois","public","Public high schools in Illinois"
"York Community High School",3513149,"https://en.wikipedia.org/wiki/York_Community_High_School","Illinois","Elmhurst","DuPage County, Illinois","Illinois","public","Public high schools in Illinois"
"Yorkville High School",6493406,"https://en.wikipedia.org/wiki/Yorkville_High_School","Illinois","Yorkville, Illinois","","Illinois","public","Public high schools in Illinois"
"Young Women's Leadership Charter School of Chicago",1755937,"https://en.wikipedia.org/wiki/Young_Women%27s_Leadership_Charter_School_of_Chicago","Illinois","Douglas, Chicago","","Illinois","public","Public high schools in Chicago"
"Youth Connection Charter School",33935198,"https://en.wikipedia.org/wiki/Youth_Connection_Charter_School","Illinois","Chicago, Illinois","","Illinois","public","Public high schools in Chicago"
"Zion-Benton Township High School",5764999,"https://en.wikipedia.org/wiki/Zion-Benton_Township_High_School","Illinois","Zion, Illinois","","Illinois","public","Public high schools in Illinois"
"21st Century Charter School of Gary",6739337,"https://en.wikipedia.org/wiki/21st_Century_Charter_School_of_Gary","Indiana","Gary, Indiana","","Indiana","public","Public high schools in Indiana"
"Academy for Innovative Studies (Evansville)",41037963,"https://en.wikipedia.org/wiki/Academy_for_Innovative_Studies_(Evansville)","Indiana","Evansville, Indiana","","Indiana","public","Public schools in Indiana"
"Adams Central High School",4544701,"https://en.wikipedia.org/wiki/Adams_Central_High_School","Indiana","Monroe, Adams County, Indiana","","Indiana","public","Public high schools in Indiana"
"Alexandria Monroe High School",14942542,"https://en.wikipedia.org/wiki/Alexandria_Monroe_High_School","Indiana","Alexandria, Indiana","Madison County, Indiana","Indiana","public","Public high schools in Indiana"
"Anderson High School (Indiana)",49670609,"https://en.wikipedia.org/wiki/Anderson_High_School_(Indiana)","Indiana","Anderson, Indiana","Madison County, Indiana","Indiana","public","Public high schools in Indiana"
"Anderson Preparatory Academy",31549640,"https://en.wikipedia.org/wiki/Anderson_Preparatory_Academy","Indiana","Anderson, Indiana","Madison County, Indiana","Indiana","public","Public high schools in Indiana"
"Andrean High School",7082616,"https://en.wikipedia.org/wiki/Andrean_High_School","Indiana","Merrillville, Indiana","","Indiana","private","Private high schools in Indiana"
"Andrew Jackson High School (Indiana)",81152433,"https://en.wikipedia.org/wiki/Andrew_Jackson_High_School_(Indiana)","Indiana","","","Indiana","unknown","High schools in Indiana"
"Angola High School",42434681,"https://en.wikipedia.org/wiki/Angola_High_School","Indiana","Angola, Indiana","","Indiana","public","Public high schools in Indiana"
"Argos High School (Indiana)",47360077,"https://en.wikipedia.org/wiki/Argos_High_School_(Indiana)","Indiana","Argos, Indiana","Marshall County, Indiana","Indiana","public","Public high schools in Indiana"
"Arlington High School (Indiana)",13412736,"https://en.wikipedia.org/wiki/Arlington_High_School_(Indiana)","Indiana","Indianapolis, Indiana","Marion County, Indiana","Indiana","public","Public high schools in Indiana"
"Arsenal Technical High School",13412696,"https://en.wikipedia.org/wiki/Arsenal_Technical_High_School","Indiana","Indianapolis","","Indiana","public","Public high schools in Indiana"
"Attica Junior-Senior High School",49395802,"https://en.wikipedia.org/wiki/Attica_Junior-Senior_High_School","Indiana","Attica, Indiana","Fountain County, Indiana","Indiana","public","Public high schools in Indiana"
"Aurora Alternative High School (Indiana)",5854494,"https://en.wikipedia.org/wiki/Aurora_Alternative_High_School_(Indiana)","Indiana","Bloomington, Indiana","","Indiana","unknown","Vocational & technical high schools in Indiana"
"Austin High School (Indiana)",50012284,"https://en.wikipedia.org/wiki/Austin_High_School_(Indiana)","Indiana","Austin, Indiana","Scott County, Indiana","Indiana","public","Public high schools in Indiana"
"Avon High School (Indiana)",11040798,"https://en.wikipedia.org/wiki/Avon_High_School_(Indiana)","Indiana","Avon, Indiana","","Indiana","public","Public high schools in Indiana"
"Barr-Reeve Junior-Senior High School",4978166,"https://en.wikipedia.org/wiki/Barr-Reeve_Junior-Senior_High_School","Indiana","Montgomery, Indiana","","Indiana","unknown","High schools in Southwestern Indiana"
"Batesville High School (Indiana)",13618352,"https://en.wikipedia.org/wiki/Batesville_High_School_(Indiana)","Indiana","Batesville, Indiana","","Indiana","public","Public high schools in Indiana"
"Bedford North Lawrence High School",8239035,"https://en.wikipedia.org/wiki/Bedford_North_Lawrence_High_School","Indiana","Bedford, Indiana","Lawrence County, Indiana","Indiana","public","Public high schools in Indiana"
"Beech Grove High School",15554718,"https://en.wikipedia.org/wiki/Beech_Grove_High_School","Indiana","Beech Grove, Indiana","","Indiana","public","Public high schools in Indiana"
"Bellmont High School",14590936,"https://en.wikipedia.org/wiki/Bellmont_High_School","Indiana","Decatur, Indiana","","Indiana","public","Public high schools in Indiana"
"Ben Davis High School",2099532,"https://en.wikipedia.org/wiki/Ben_Davis_High_School","Indiana","Indianapolis","Marion County, Indiana","Indiana","public","Public high schools in Indiana"
"Benjamin Bosse High School",4557109,"https://en.wikipedia.org/wiki/Benjamin_Bosse_High_School","Indiana","Evansville, Indiana","","Indiana","unknown","High schools in Southwestern Indiana"
"Benjamin Franklin Public School Number 36",51323398,"https://en.wikipedia.org/wiki/Benjamin_Franklin_Public_School_Number_36","Indiana","2801 N. Capitol Ave.","","Indiana","unknown","Schools in Indianapolis"
"Benton Central Junior-Senior High School",7461172,"https://en.wikipedia.org/wiki/Benton_Central_Junior-Senior_High_School","Indiana","Oxford, Indiana","","Indiana","public","Public high schools in Indiana"
"Bethany Christian Schools",9791300,"https://en.wikipedia.org/wiki/Bethany_Christian_Schools","Indiana","Goshen, Indiana","","Indiana","private","Private high schools in Indiana"
"Bethesda Christian School (Brownsburg, Indiana)",19173830,"https://en.wikipedia.org/wiki/Bethesda_Christian_School_(Brownsburg,_Indiana)","Indiana","Brownsburg, Indiana","Hendricks County","Indiana","private","Private high schools in Indiana"
